,Player1_healthy,biased_A,biased_B,biased_C,biased_D,Type1_depressed,Type2_depressed,Type1_social_phobia,Type2_social_phobia
0,"[0.5999999999999999, 0.922427454394049, 0.32221133976149524, 0.1276770858532657, 0.07077767704821275, 0.04752858348571045, 0.03541423367920138, 0.028082468579127776, 0.0232017010982763, 0.6194442342210095, 0.14395646993537844, 0.04919184901416538, 0.03337983321899035, 0.028770680548809997, 0.02601687961257614, 0.023843510656959298, 0.11605469376750409, 0.03320449077467798, 0.11684544664554665, 0.7067838121588427, 0.46687686234060427, 0.8364278446104746, 0.9031518235937397, 0.2393409540205826, 0.06378000441752125, 0.6227678966089767, 0.8489022219549839, 0.8939755502376985, 0.9089057809849239, 0.9185168205769413, 0.9261820045284357, 0.9325708773292393, 0.9379776078610527, 0.9426018478686867, 0.946593500294988, 0.9500679715653291, 0.9531153115795649, 0.9558065866637625, 0.958198472880883, 0.960336614748664]","[0.3333333333333333, 0.42, 0.436785969130032, 0.44342416862581263, 0.4499281016752767, 0.45674673916819436, 0.46356963152885744, 0.470220499034427, 0.47662032977433416, 0.4827359857081201, 0.48855669253041234, 0.4940833691820133, 0.4993233124763086, 0.4038460845011184, 0.4877021305524606, 0.4949004241255334, 0.49890373243020053, 0.5026109136590097, 0.465373258596816, 0.46411670281066986, 0.46406451438634044, 0.46405093790165514, 0.46404001609164464, 0.4640304703720734, 0.4640220598670462, 0.46401461083667145, 0.4640079820123788, 0.4640020571771422, 0.4639967400044547, 0.4639919501061378, 0.46398761996761373, 0.46398369254967037, 0.46398011939598277, 0.4639768591280104, 0.4639738762391892, 0.4639711401222555, 0.46396862427955515, 0.4639663056780133, 0.46396416421924214, 0.46396218230187686]","[0.3333333333333333, 0.6359821716509864, 0.07623944848417095, 0.020647300028653937, 0.012632594191912224, 0.009649783183454955, 0.00791945696722892, 0.365867373301054, 0.047659037588371644, 0.4120298628575223, 0.06605016855122497, 0.025143470382583178, 0.018329479271375078, 0.01594428993813252, 0.014477145470476096, 0.013330374281519404, 0.01236215523285866, 0.07182554580737553, 0.017443168633627566, 0.07357728231829593, 0.10117170449134309, 0.4768980383683088, 0.6744448549743536, 0.7462514660084361, 0.7817357123168829, 0.13262466070906662, 0.5169693760098922, 0.7021769241557764, 0.7611936859251294, 0.7858686376102763, 0.8018429594331337, 0.8147740672269435, 0.8259655638619289, 0.1690647434245538, 0.5795208156325409, 0.12728053829404976, 0.5210668366057932, 0.7149985296487366, 0.7731761185398577, 0.7925129605693351]","[0.3333333333333333, 0.46333333333333326, 0.4995982710811001, 0.5028773454514552, 0.49938573240319833, 0.4959971349435414, 0.49361763934466546, 0.492002400945138, 0.4908727770455419, 0.49005177148010637, 0.48943481037488695, 0.48895846926318515, 0.4885824994381783, 0.4882802610548881, 0.4880334908454177, 0.48782929794136015, 0.48765835737571356, 0.4875137802678734, 0.4873903834969543, 0.4872842041353733, 0.48719216865214027, 0.4871118626863957, 0.48704136775083295, 0.4869791434288749, 0.48692394108474363, 0.4868747397765993, 0.4868306980563533, 0.48679111729747865, 0.4867554134962908, 0.48672309537562736, 0.48669374722759645, 0.4866670153560831, 0.4866425972794232, 0.4866202330681022, 0.4865996983474892, 0.48658079860907766, 0.48656336455746874, 0.48654724828276247, 0.48653232009494934, 0.4865184658924506]","[0.10000000000000006, 0.020566634151729483, 0.008896173238343063, 0.005548533744224901, 0.003990478635950896, 0.003088948705907251, 0.0025045277078009367, 0.002097322847743279, 0.001798759371406489, 0.001571320992696419, 0.027045613542518013, 0.5024534418718528, 0.04165726258098537, 0.005758655458958981, 0.04038256871069606, 0.004941395760517058, 0.03772240382356852, 0.004570563167683542, 0.035849579755493965, 0.00428034162283743, 0.034252141567160714, 0.5285903114934595, 0.8050300927582915, 0.8700185509899434, 0.16085550688152828, 0.6972573630051037, 0.8577744058506251, 0.8882988136869551, 0.9024334599387382, 0.9127139230450702, 0.9208886793849609, 0.9275712721644344, 0.9331338457239592, 0.93783314822274, 0.9418535686479943, 0.25603196092139485, 0.0308478431668874, 0.5349831582085764, 0.8787223799817137, 0.9281526358322102]","[0.15000000000000008, 0.011810668793114897, 0.004890133033799261, 0.0031896576608987626, 0.04170215615072964, 0.05583340584503449, 0.06153626134050033, 0.06399287658237698, 0.06515224545545302, 0.06577298740842094, 0.0661525378363462, 0.06641052786086042, 0.06659862109606186, 0.06674190479041672, 0.0668542632342042, 0.06694425118140415, 0.06701753799544266, 0.06707806189517783, 0.0671286482401419, 0.06717137393012013, 0.06720779623582716, 0.06723910270129306, 0.06726621239700534, 0.06728984599465389, 0.06731057526752456, 0.06732885868719349, 0.06734506743099497, 0.06735950465616314, 0.06737241996948701, 0.06738402041869285, 0.06739447893221569, 0.06740394086438084, 0.06741252911810414, 0.06742034818854267, 0.06742748738037486, 0.0674340233865828, 0.06744002236979692, 0.06744554165308911, 0.06745063110189697, 0.06745533426000612]","[0.10000000000000007, 0.3346038938410203, 0.0412796999028272, 0.0033818533654594272, 0.00024796716443519705, 1.7186788319058744e-05, 8.899391390765734e-05, 7.290422433065908e-06, 5.9185000000309076e-06, 4.804733802926137e-06, 3.900551288361834e-06, 3.166517057685676e-06, 2.5706148029440522e-06, 2.0868519291665613e-06, 1.6941264649714416e-06, 1.3753070269759878e-06, 1.1164858094249527e-06, 9.063720780842795e-07, 7.357997531946968e-07, 5.973276282538489e-07, 4.849148027434188e-07, 3.936571816488484e-07, 3.1957355441728927e-07, 2.594319261295824e-07, 2.1060852785534584e-07, 1.7097335761153392e-07, 1.3879725997778374e-07, 1.1267649155140104e-07, 9.14714819265413e-08, 7.425711895858259e-08, 6.02823896927529e-08, 4.893761639614697e-08, 3.9727858418786084e-08, 3.225131956353673e-08, 2.6181818992391425e-08, 2.12545609585725e-08, 1.7254582560184545e-08, 1.4007375537721275e-08, 1.1371272979968055e-08, 9.231268797470662e-09]","[0.2, 0.16607142857142865, 0.1643550583852917, 0.16457944521057158, 0.16476564740054678, 0.16487764587401119, 0.16494866926984225, 0.16499648522674115, 0.16503021935036097, 0.1650549108656051, 0.16507352833967592, 0.16508791388257593, 0.16509926018881624, 0.16510836729363942, 0.1651157881682202, 0.1651219149758168, 0.1651270321169179, 0.16513134991943632, 0.16513502664700397, 0.16513818323707424, 0.16514091339030973, 0.1651432906150145, 0.16514537323357367, 0.16514720799805901, 0.16514883273977263, 0.16515027833690574, 0.16515157019377544, 0.1651527293654612, 0.16515377342177973, 0.16515471711743268, 0.165155572916484, 0.16515635140626497, 0.16515706162657223, 0.16515771133340773, 0.16515830721172622, 0.1651588550481542, 0.16515935987206443, 0.16515982607146104, 0.16516025748868932, 0.16516065749988623]","[0.15000000000000008, 0.15120772946859912, 0.16125094753620728, 0.1689087765867585, 0.1735561180748319, 0.17625523370897644, 0.1778735805932528, 0.17890664160476938, 0.1796104458906409, 0.18011661310484345, 0.18049589141710548, 0.18078892676519964, 0.18102070844333956, 0.18120751004892585, 0.18136041548247062, 0.18148723807621428, 0.1815936365454342, 0.18168380057223377, 0.18176089049315103, 0.1818273289190462, 0.18188499945941833, 0.1819353852451503, 0.1819796673897304, 0.182018796186353, 0.18205354338445803, 0.1820845411067634, 0.18211231118574353, 0.18213728753227684, 0.18215983337126987, 0.18218025465119345, 0.18219881057064266, 0.18221572191068514, 0.18223117768160432, 0.18224534046348556, 0.1822583507264532, 0.18227033034776607, 0.18228138549222894, 0.18229160898448996, 0.18230108227326702, 0.1823098770658905]"
1,"[0.5999999999999999, 0.09055575542836082, 0.7430648899548727, 0.15722990566709305, 0.05798998053366294, 0.036736897951409844, 0.5768801915474541, 0.12893014062309066, 0.05602431838492912, 0.041551257995787724, 0.5158144746101029, 0.12742967580489953, 0.062020965063969286, 0.04908634252311717, 0.480100218370364, 0.13013034042745714, 0.06935756623392332, 0.45994417456570086, 0.13966888283617215, 0.08183025771737908, 0.18945010880932062, 0.09210483936394623, 0.4140741773868322, 0.5481930117406082, 0.5993633363360216, 0.6258850979647743, 0.19066802162451002, 0.4651999830545639, 0.172594700620994, 0.43967078963570105, 0.530751568039305, 0.5623397491217623, 0.5774168203144531, 0.5879660351774052, 0.5970949224156579, 0.2063700493111773, 0.47014183315601843, 0.5472436684736489, 0.571218232335155, 0.21463712284688768]","[0.3333333333333333, 0.42, 0.436785969130032, 0.4333590199163578, 0.4354853792749326, 0.43230792037476323, 0.43449983065749737, 0.4392211913379203, 0.44410133725609297, 0.42548189527671676, 0.44147774077762425, 0.4461279923808725, 0.45013298430966553, 0.4539780743372638, 0.4187327901337295, 0.44980314080173595, 0.45391675634105155, 0.45701533695736823, 0.45996404038810457, 0.46279176633899616, 0.4406502374257127, 0.40374573733310126, 0.46095662798424825, 0.40949110340520745, 0.4102872774981186, 0.41216893425091683, 0.45352487709729333, 0.41643063622619064, 0.4174781935333425, 0.449489241011551, 0.4205375394584377, 0.4216798157695921, 0.42330772140685746, 0.4248854623377335, 0.4264066334951586, 0.4278736675545488, 0.42928899168450413, 0.43065489819130537, 0.43197355371810453, 0.43324700896188123]","[0.3333333333333333, 0.024170506882774643, 0.007417927393538257, 0.004869972877452921, 0.0037369700043665974, 0.3131526881327144, 0.024689082793977808, 0.007661300571030322, 0.31536973963010156, 0.5724610756269893, 0.06356809212590506, 0.01797557526127633, 0.3283754080885312, 0.047537264431317575, 0.020519671261380584, 0.016276604211285378, 0.014605917346244885, 0.013454819047934202, 0.012504641351590183, 0.07475924697376363, 0.1032935079571858, 0.4337744981792427, 0.61877915161469, 0.08638512201265501, 0.4030892738645698, 0.5784997308987372, 0.6493433604281039, 0.6841809662435495, 0.7079179217298736, 0.12424570052181624, 0.040478885555240214, 0.3779137534868258, 0.57970656518553, 0.6564914511308678, 0.6876344738207727, 0.7053360131817428, 0.7188705730668544, 0.7306890879835934, 0.7414524058519922, 0.7513717549885348]","[0.3333333333333333, 0.46333333333333326, 0.4995982710811001, 0.5028773454514552, 0.49938573240319833, 0.4959971349435414, 0.49361763934466546, 0.492002400945138, 0.4908727770455419, 0.49005177148010637, 0.48943481037488695, 0.48895846926318515, 0.4885824994381783, 0.4882802610548881, 0.4880334908454177, 0.48782929794136015, 0.48765835737571356, 0.4875137802678734, 0.4873903834969543, 0.4872842041353733, 0.48719216865214027, 0.4871118626863957, 0.48704136775083295, 0.4869791434288749, 0.48692394108474363, 0.4868747397765993, 0.4868306980563533, 0.48679111729747865, 0.4867554134962908, 0.48672309537562736, 0.48669374722759645, 0.4866670153560831, 0.4866425972794232, 0.4866202330681022, 0.4865996983474892, 0.48658079860907766, 0.48656336455746874, 0.48654724828276247, 0.48653232009494934, 0.4865184658924506]","[0.10000000000000006, 0.6812009508868826, 0.14398283562657885, 0.04370225434347477, 0.02441610854469889, 0.017335447982028296, 0.013439054474064752, 0.45949986387187286, 0.7488975938712769, 0.16207505048901488, 0.0464123692257544, 0.027346319427149317, 0.02243421816277956, 0.019808683696156792, 0.017828669350175904, 0.016205998627628386, 0.014843957254822392, 0.0868483930660085, 0.585042171027063, 0.8016397832425292, 0.5225085328765388, 0.786746687202054, 0.846713213463085, 0.8680577766120419, 0.2653853578061127, 0.0747852258923679, 0.5610287138900724, 0.8000525933476493, 0.850536805013422, 0.8667123538196907, 0.8770080730727065, 0.8854786067644685, 0.8928160515249742, 0.30045199944165213, 0.08609670734413799, 0.589974679585483, 0.8265440094084904, 0.2960502554003839, 0.10232345182364155, 0.5712479283560424]","[0.15000000000000008, 0.011810668793114897, 0.004890133033799261, 0.32684730905873227, 0.5870269543753418, 0.0546254676069014, 0.01768032825030506, 0.11092206910268225, 0.5226637760515362, 0.05937477080727249, 0.14332306182728755, 0.16903115671220023, 0.029101124497046525, 0.12671946674135143, 0.1552477910592599, 0.16333488724675066, 0.16559189679942077, 0.16626413018618216, 0.16651647777844475, 0.1666525568506892, 0.16674939490392224, 0.16682732892500454, 0.16689284840055754, 0.1669489018712113, 0.16699733315420476, 0.16703949294037818, 0.16707643053441015, 0.16710898056735307, 0.1671378157638115, 0.16716348380642376, 0.16718643445852657, 0.16720703997596056, 0.16722561068539601, 0.16724240700774964, 0.16725764883040484, 0.16727152287933056, 0.16728418856666094, 0.16729578266517175, 0.16730642307212698, 0.1673162118604468]","[0.10000000000000007, 0.006886989060776709, 0.0003956782528411613, 2.114451001845134e-05, 1.0744298137833211e-06, 9.087842949060778e-07, 7.686759234763223e-07, 4.000821169878378e-08, 3.38400777659789e-08, 2.8622894806058804e-08, 2.4210053425649273e-08, 2.0477547121993144e-08, 1.732048760929675e-08, 1.4650157357579643e-08, 1.2391516536292089e-08, 1.04810943111953e-08, 8.865205240107286e-09, 7.498440647574365e-09, 6.342392585220344e-09, 5.364574520143607e-09, 4.537508421815506e-09, 3.837952593787996e-09, 3.2462485515178417e-09, 2.7457685928876832e-09, 2.322448537544644e-09, 1.9643925044945843e-09, 1.6615386217323684e-09, 1.405376273940724e-09, 1.188706942564899e-09, 1.0054419175651416e-09, 8.504311962860455e-10, 7.193187612771885e-10, 6.084201701806241e-10, 5.14619017797696e-10, 4.352793607802354e-10, 3.681716439614871e-10, 3.114100467560086e-10, 2.6339948897681785e-10, 2.2279080686062797e-10, 1.8844283968585532e-10]","[0.2, 0.16607142857142865, 0.1643550583852917, 0.16457944521057158, 0.16476564740054678, 0.16487764587401119, 0.16494866926984225, 0.16499648522674115, 0.16503021935036097, 0.1650549108656051, 0.16507352833967592, 0.16508791388257593, 0.16509926018881624, 0.16510836729363942, 0.1651157881682202, 0.1651219149758168, 0.1651270321169179, 0.16513134991943632, 0.16513502664700397, 0.16513818323707424, 0.16514091339030973, 0.1651432906150145, 0.16514537323357367, 0.16514720799805901, 0.16514883273977263, 0.16515027833690574, 0.16515157019377544, 0.1651527293654612, 0.16515377342177973, 0.16515471711743268, 0.165155572916484, 0.16515635140626497, 0.16515706162657223, 0.16515771133340773, 0.16515830721172622, 0.1651588550481542, 0.16515935987206443, 0.16515982607146104, 0.16516025748868932, 0.16516065749988623]","[0.15000000000000008, 0.15120772946859912, 0.16125094753620728, 0.1689087765867585, 0.1735561180748319, 0.17625523370897644, 0.1778735805932528, 0.17890664160476938, 0.1796104458906409, 0.18011661310484345, 0.18049589141710548, 0.18078892676519964, 0.18102070844333956, 0.18120751004892585, 0.18136041548247062, 0.18148723807621428, 0.1815936365454342, 0.18168380057223377, 0.18176089049315103, 0.1818273289190462, 0.18188499945941833, 0.1819353852451503, 0.1819796673897304, 0.182018796186353, 0.18205354338445803, 0.1820845411067634, 0.18211231118574353, 0.18213728753227684, 0.18215983337126987, 0.18218025465119345, 0.18219881057064266, 0.18221572191068514, 0.18223117768160432, 0.18224534046348556, 0.1822583507264532, 0.18227033034776607, 0.18228138549222894, 0.18229160898448996, 0.18230108227326702, 0.1823098770658905]"
2,"[0.5999999999999999, 0.922427454394049, 0.32221133976149524, 0.1276770858532657, 0.07077767704821275, 0.04752858348571045, 0.03541423367920138, 0.028082468579127776, 0.0232017010982763, 0.01973443759823087, 0.6119527799742738, 0.13595423566712625, 0.04378536147789304, 0.029257509632177194, 0.02536313742977291, 0.02311047536066219, 0.11369279295077013, 0.03228270668952668, 0.114530061010107, 0.7048075348973873, 0.46699905535953834, 0.8248964594923156, 0.8935550809980605, 0.9135767037296684, 0.29413175115129553, 0.7789173580577317, 0.8929024567029599, 0.91483532726251, 0.33521995537783394, 0.78398465503004, 0.2912126316993908, 0.7350862954827425, 0.8660852652446617, 0.8944866991891858, 0.9048683162559036, 0.9118726017792991, 0.9177399462619004, 0.3707598387891945, 0.7848642170195682, 0.8898584092569887]","[0.3333333333333333, 0.42, 0.436785969130032, 0.4333590199163578, 0.43762614444909426, 0.44333385792371055, 0.44931965092560644, 0.45528460212455907, 0.4611106566101821, 0.46674115164614344, 0.47214850578664525, 0.4129376030130698, 0.46443019827407295, 0.4706339755909198, 0.4747908332238684, 0.47869751870729077, 0.4824257413981713, 0.48598352948097423, 0.48937748058652253, 0.49261457586366747, 0.4569744335240678, 0.45593357228104303, 0.4558959473471316, 0.45588622197022627, 0.4558782321184305, 0.45587116897524554, 0.45586488360918953, 0.4558592655642378, 0.4558542235532725, 0.4558496813946262, 0.45584557510298496, 0.4558418506179217, 0.455838462011403, 0.45583537006209546, 0.45583254111309107, 0.45582994615041933, 0.45582756005486696, 0.45582536099081933, 0.45582332990416613, 0.45582145010757547]","[0.3333333333333333, 0.6359821716509864, 0.07623944848417095, 0.020647300028653937, 0.012632594191912224, 0.009649783183454955, 0.00791945696722892, 0.006731552756403916, 0.36044582973951017, 0.04510547140854866, 0.014562650510231116, 0.010147734959375326, 0.008714450074173798, 0.007869090462133585, 0.0072208917161507395, 0.05538692643709741, 0.4833982113997388, 0.06297616954787455, 0.016566808404847092, 0.0692673158447274, 0.09645076258749562, 0.5205404906777527, 0.7230231214830679, 0.11939367577601816, 0.0301105819906108, 0.08941161150864264, 0.5195068560297971, 0.09884269952453582, 0.03247472657589282, 0.0948024149187963, 0.12592861019157534, 0.03396254543062762, 0.09519146444118291, 0.1247556851645043, 0.03324846966223151, 0.09469125874209235, 0.12322203975750227, 0.13540046021937652, 0.5534205086500201, 0.1041460352200466]","[0.3333333333333333, 0.46333333333333326, 0.4995982710811001, 0.5028773454514552, 0.49938573240319833, 0.4959971349435414, 0.49361763934466546, 0.492002400945138, 0.4908727770455419, 0.49005177148010637, 0.48943481037488695, 0.48895846926318515, 0.4885824994381783, 0.4882802610548881, 0.4880334908454177, 0.48782929794136015, 0.48765835737571356, 0.4875137802678734, 0.4873903834969543, 0.4872842041353733, 0.48719216865214027, 0.4871118626863957, 0.48704136775083295, 0.4869791434288749, 0.48692394108474363, 0.4868747397765993, 0.4868306980563533, 0.48679111729747865, 0.4867554134962908, 0.48672309537562736, 0.48669374722759645, 0.4866670153560831, 0.4866425972794232, 0.4866202330681022, 0.4865996983474892, 0.48658079860907766, 0.48656336455746874, 0.48654724828276247, 0.48653232009494934, 0.4865184658924506]","[0.10000000000000006, 0.020566634151729483, 0.008896173238343063, 0.005548533744224901, 0.3626786942290122, 0.6944429538951706, 0.10198793146903083, 0.5154321513336169, 0.7216403078833612, 0.15184181253626305, 0.050856895930542316, 0.033359277570939545, 0.027777297764490054, 0.02435073376119869, 0.021697671199176805, 0.019529953730087802, 0.017724864220174805, 0.01620267176012198, 0.014905238928267613, 0.091661662412192, 0.1338230912226974, 0.56742211950181, 0.7647076065224669, 0.8236108493288686, 0.8510264249032851, 0.8695934365420781, 0.8838872068138623, 0.8953508599385036, 0.9047400991256038, 0.9125529990216935, 0.9191423651927948, 0.9247657474173876, 0.9296150476629917, 0.9338357556426471, 0.9375398974535007, 0.9408149500538431, 0.20687066030627327, 0.7505640591782864, 0.1455883129340635, 0.6712149888663731]","[0.15000000000000008, 0.011810668793114897, 0.004890133033799261, 0.0031896576608987626, 0.04170215615072964, 0.05583340584503449, 0.06153626134050033, 0.06399287658237698, 0.06515224545545302, 0.06577298740842094, 0.0661525378363462, 0.06641052786086042, 0.06659862109606186, 0.06674190479041672, 0.0668542632342042, 0.06694425118140415, 0.06701753799544266, 0.06707806189517783, 0.0671286482401419, 0.06717137393012013, 0.06720779623582716, 0.06723910270129306, 0.06726621239700534, 0.06728984599465389, 0.06731057526752456, 0.06732885868719349, 0.06734506743099497, 0.06735950465616314, 0.06737241996948701, 0.06738402041869285, 0.06739447893221569, 0.06740394086438084, 0.06741252911810414, 0.06742034818854267, 0.06742748738037486, 0.0674340233865828, 0.06744002236979692, 0.06744554165308911, 0.06745063110189697, 0.06745533426000612]","[0.10000000000000007, 0.006886989060776709, 0.0003956782528411613, 0.002022293507343193, 0.00014100390146159187, 8.794911960109084e-06, 5.17387439424508e-07, 4.3721376023270887e-07, 3.694635794878596e-07, 3.122118198426207e-07, 2.638316908388812e-07, 2.2294847566542085e-07, 1.8840047435435723e-07, 1.592059974823782e-07, 1.3453547364218123e-07, 1.1368787857602564e-07, 9.607081646043124e-08, 8.11836875188378e-08, 6.860346378468593e-08, 5.7972668912611766e-08, 4.898922053882444e-08, 4.139784659880205e-08, 3.498283172234802e-08, 2.956188761180097e-08, 2.4980973241327083e-08, 2.1109917700389937e-08, 1.783872130888704e-08, 1.5074429902687033e-08, 1.2738493473711235e-08, 1.0764534110839204e-08, 9.096459817695938e-09, 7.686870611164324e-09, 6.495711609451445e-09, 5.489134836663053e-09, 4.638537401493061e-09, 3.919748719315893e-09, 3.3123436820674643e-09, 2.799062259149623e-09, 2.365319036876737e-09, 1.998788759634964e-09]","[0.2, 0.16607142857142865, 0.1643550583852917, 0.16457944521057158, 0.16476564740054678, 0.16487764587401119, 0.16494866926984225, 0.16499648522674115, 0.16503021935036097, 0.1650549108656051, 0.16507352833967592, 0.16508791388257593, 0.16509926018881624, 0.16510836729363942, 0.1651157881682202, 0.1651219149758168, 0.1651270321169179, 0.16513134991943632, 0.16513502664700397, 0.16513818323707424, 0.16514091339030973, 0.1651432906150145, 0.16514537323357367, 0.16514720799805901, 0.16514883273977263, 0.16515027833690574, 0.16515157019377544, 0.1651527293654612, 0.16515377342177973, 0.16515471711743268, 0.165155572916484, 0.16515635140626497, 0.16515706162657223, 0.16515771133340773, 0.16515830721172622, 0.1651588550481542, 0.16515935987206443, 0.16515982607146104, 0.16516025748868932, 0.16516065749988623]","[0.15000000000000008, 0.15120772946859912, 0.16125094753620728, 0.1689087765867585, 0.1735561180748319, 0.17625523370897644, 0.1778735805932528, 0.17890664160476938, 0.1796104458906409, 0.18011661310484345, 0.18049589141710548, 0.18078892676519964, 0.18102070844333956, 0.18120751004892585, 0.18136041548247062, 0.18148723807621428, 0.1815936365454342, 0.18168380057223377, 0.18176089049315103, 0.1818273289190462, 0.18188499945941833, 0.1819353852451503, 0.1819796673897304, 0.182018796186353, 0.18205354338445803, 0.1820845411067634, 0.18211231118574353, 0.18213728753227684, 0.18215983337126987, 0.18218025465119345, 0.18219881057064266, 0.18221572191068514, 0.18223117768160432, 0.18224534046348556, 0.1822583507264532, 0.18227033034776607, 0.18228138549222894, 0.18229160898448996, 0.18230108227326702, 0.1823098770658905]"
