,Participant Private ID,Spreadsheet,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,display,Button A,Button B,Zuweisung_Mitspieler(in),partnerAnswer,reward
14,9089012.0,Negative-to-positive,17.0,1,1.0,decision,response_button_text,4560.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
22,9089012.0,Negative-to-positive,7.0,2,1.0,decision,response_button_text,2183.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
30,9089012.0,Negative-to-positive,12.0,3,1.0,decision,response_button_text,3546.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
38,9089012.0,Negative-to-positive,25.0,4,1.0,decision,response_button_text,508.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",1,1
44,9089012.0,Negative-to-positive,23.0,5,1.0,decision,response_button_text,507.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",0,0
50,9089012.0,Negative-to-positive,29.0,6,1.0,decision,response_button_text,493.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",1,1
56,9089012.0,Negative-to-positive,13.0,7,1.0,decision,response_button_text,393.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",1,1
62,9089012.0,Negative-to-positive,16.0,8,1.0,decision,response_button_text,925.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",0,0
68,9089012.0,Negative-to-positive,21.0,9,1.0,decision,response_button_text,2279.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
76,9089012.0,Negative-to-positive,26.0,10,1.0,decision,response_button_text,1686.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",1,1
82,9089012.0,Negative-to-positive,5.0,11,1.0,decision,response_button_text,1302.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
90,9089012.0,Negative-to-positive,32.0,12,1.0,decision,response_button_text,3150.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
98,9089012.0,Negative-to-positive,4.0,13,1.0,decision,response_button_text,1093.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",0,0
104,9089012.0,Negative-to-positive,31.0,14,1.0,decision,response_button_text,2717.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
112,9089012.0,Negative-to-positive,10.0,15,1.0,decision,response_button_text,1388.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
120,9089012.0,Negative-to-positive,11.0,16,1.0,decision,response_button_text,1062.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",1,1
126,9089012.0,Negative-to-positive,15.0,17,1.0,decision,response_button_text,1234.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",1,1
132,9089012.0,Negative-to-positive,19.0,18,1.0,decision,response_button_text,850.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",0,0
138,9089012.0,Negative-to-positive,6.0,19,1.0,decision,response_button_text,1857.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",0,0
144,9089012.0,Negative-to-positive,24.0,20,1.0,decision,response_button_text,1329.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",1,1
150,9089012.0,Negative-to-positive,14.0,21,1.0,decision,response_button_text,2000.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",1,1
156,9089012.0,Negative-to-positive,8.0,22,1.0,decision,response_button_text,1031.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",1,1
162,9089012.0,Negative-to-positive,27.0,23,1.0,decision,response_button_text,2201.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
170,9089012.0,Negative-to-positive,20.0,24,1.0,decision,response_button_text,2633.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
178,9089012.0,Negative-to-positive,3.0,25,1.0,decision,response_button_text,387.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",1,1
184,9089012.0,Negative-to-positive,9.0,26,1.0,decision,response_button_text,348.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",1,1
190,9089012.0,Negative-to-positive,30.0,27,1.0,decision,response_button_text,883.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",1,1
196,9089012.0,Negative-to-positive,28.0,28,1.0,decision,response_button_text,1105.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",1,1
202,9089012.0,Negative-to-positive,18.0,29,1.0,decision,response_button_text,1058.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",1,1
208,9089012.0,Negative-to-positive,22.0,30,1.0,decision,response_button_text,992.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",1,1
214,9089012.0,Negative-to-positive,54.0,31,1.0,decision,response_button_text,1090.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",0,0
220,9089012.0,Negative-to-positive,46.0,32,1.0,decision,response_button_text,1691.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",0,0
226,9089012.0,Negative-to-positive,53.0,33,1.0,decision,response_button_text,4450.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
234,9089012.0,Negative-to-positive,56.0,34,1.0,decision,response_button_text,1108.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",0,0
240,9089012.0,Negative-to-positive,38.0,35,1.0,decision,response_button_text,912.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
246,9089012.0,Negative-to-positive,44.0,36,1.0,decision,response_button_text,1416.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",0,0
252,9089012.0,Negative-to-positive,39.0,37,1.0,decision,response_button_text,881.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",0,0
258,9089012.0,Negative-to-positive,42.0,38,1.0,decision,response_button_text,784.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",0,0
264,9089012.0,Negative-to-positive,33.0,39,1.0,decision,response_button_text,1130.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",0,0
270,9089012.0,Negative-to-positive,36.0,40,1.0,decision,response_button_text,906.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",0,0
276,9089012.0,Negative-to-positive,37.0,41,1.0,decision,response_button_text,1193.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",0,0
282,9089012.0,Negative-to-positive,49.0,42,1.0,decision,response_button_text,1037.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
288,9089012.0,Negative-to-positive,48.0,43,1.0,decision,response_button_text,4860.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
296,9089012.0,Negative-to-positive,41.0,44,1.0,decision,response_button_text,17292.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
304,9089012.0,Negative-to-positive,59.0,45,1.0,decision,response_button_text,2151.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",0,0
310,9089012.0,Negative-to-positive,40.0,46,1.0,decision,response_button_text,1988.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",0,0
316,9089012.0,Negative-to-positive,60.0,47,1.0,decision,response_button_text,1091.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",0,0
322,9089012.0,Negative-to-positive,57.0,48,1.0,decision,response_button_text,2065.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
330,9089012.0,Negative-to-positive,43.0,49,1.0,decision,response_button_text,1076.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
338,9089012.0,Negative-to-positive,34.0,50,1.0,decision,response_button_text,2430.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
346,9089012.0,Negative-to-positive,47.0,51,1.0,decision,response_button_text,1358.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
354,9089012.0,Negative-to-positive,61.0,52,1.0,decision,response_button_text,894.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
362,9089012.0,Negative-to-positive,45.0,53,1.0,decision,response_button_text,1359.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",0,0
368,9089012.0,Negative-to-positive,51.0,54,1.0,decision,response_button_text,1505.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",0,0
374,9089012.0,Negative-to-positive,62.0,55,1.0,decision,response_button_text,1464.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
382,9089012.0,Negative-to-positive,58.0,56,1.0,decision,response_button_text,997.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",0,0
388,9089012.0,Negative-to-positive,50.0,57,1.0,decision,response_button_text,1890.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",1,1
394,9089012.0,Negative-to-positive,35.0,58,1.0,decision,response_button_text,920.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",1,1
400,9089012.0,Negative-to-positive,55.0,59,1.0,decision,response_button_text,1118.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",0,0
406,9089012.0,Negative-to-positive,52.0,60,1.0,decision,response_button_text,1150.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",0,0
427,9066992.0,Negative-to-positive,17.0,1,1.0,decision,response_button_text,8646.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
435,9066992.0,Negative-to-positive,15.0,2,1.0,decision,response_button_text,7970.0999999996275,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",2,2
443,9066992.0,Negative-to-positive,13.0,3,1.0,decision,response_button_text,4107.9000000003725,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
451,9066992.0,Negative-to-positive,28.0,4,1.0,decision,response_button_text,3547.9000000003725,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
459,9066992.0,Negative-to-positive,19.0,5,1.0,decision,response_button_text,1344.7999999998135,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
467,9066992.0,Negative-to-positive,32.0,6,1.0,decision,response_button_text,2834.600000000559,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
475,9066992.0,Negative-to-positive,27.0,7,1.0,decision,response_button_text,2732.2000000001863,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
483,9066992.0,Negative-to-positive,16.0,8,1.0,decision,response_button_text,1762.699999999255,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
491,9066992.0,Negative-to-positive,3.0,9,1.0,decision,response_button_text,2865.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
499,9066992.0,Negative-to-positive,26.0,10,1.0,decision,response_button_text,3163.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
507,9066992.0,Negative-to-positive,29.0,11,1.0,decision,response_button_text,1767.3999999994412,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
515,9066992.0,Negative-to-positive,14.0,12,1.0,decision,response_button_text,2776.100000000559,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",2,2
523,9066992.0,Negative-to-positive,23.0,13,1.0,decision,response_button_text,832.7999999998137,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",0,0
529,9066992.0,Negative-to-positive,30.0,14,1.0,decision,response_button_text,2048.600000000559,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",1,1
535,9066992.0,Negative-to-positive,31.0,15,1.0,decision,response_button_text,1594.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
543,9066992.0,Negative-to-positive,18.0,16,1.0,decision,response_button_text,1372.6000000005588,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
551,9066992.0,Negative-to-positive,6.0,17,1.0,decision,response_button_text,1072.4000000003723,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
559,9066992.0,Negative-to-positive,5.0,18,1.0,decision,response_button_text,1066.2999999998135,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
567,9066992.0,Negative-to-positive,21.0,19,1.0,decision,response_button_text,2359.800000000745,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
575,9066992.0,Negative-to-positive,11.0,20,1.0,decision,response_button_text,3844.399999999441,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",1,1
581,9066992.0,Negative-to-positive,10.0,21,1.0,decision,response_button_text,1277.5999999996277,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
589,9066992.0,Negative-to-positive,9.0,22,1.0,decision,response_button_text,2954.2000000001863,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
597,9066992.0,Negative-to-positive,12.0,23,1.0,decision,response_button_text,1094.3999999994412,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
605,9066992.0,Negative-to-positive,20.0,24,1.0,decision,response_button_text,878.7999999998137,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
613,9066992.0,Negative-to-positive,7.0,25,1.0,decision,response_button_text,1243.199999999255,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
621,9066992.0,Negative-to-positive,25.0,26,1.0,decision,response_button_text,1274.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
629,9066992.0,Negative-to-positive,22.0,27,1.0,decision,response_button_text,2060.800000000745,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",2,2
637,9066992.0,Negative-to-positive,24.0,28,1.0,decision,response_button_text,1082.8999999994412,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",1,1
643,9066992.0,Negative-to-positive,4.0,29,1.0,decision,response_button_text,1043.2999999998135,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",0,0
649,9066992.0,Negative-to-positive,8.0,30,1.0,decision,response_button_text,1582.7999999998135,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",1,1
655,9066992.0,Negative-to-positive,41.0,31,1.0,decision,response_button_text,1253.5999999996277,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
663,9066992.0,Negative-to-positive,43.0,32,1.0,decision,response_button_text,985.2000000001864,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
671,9066992.0,Negative-to-positive,40.0,33,1.0,decision,response_button_text,1062.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",2,2
679,9066992.0,Negative-to-positive,58.0,34,1.0,decision,response_button_text,1412.7000000001865,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
687,9066992.0,Negative-to-positive,48.0,35,1.0,decision,response_button_text,5412.300000000745,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",0,0
693,9066992.0,Negative-to-positive,62.0,36,1.0,decision,response_button_text,1881.7999999998135,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
701,9066992.0,Negative-to-positive,39.0,37,1.0,decision,response_button_text,6028.100000000559,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",0,0
707,9066992.0,Negative-to-positive,42.0,38,1.0,decision,response_button_text,1841.9000000003723,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",2,2
715,9066992.0,Negative-to-positive,49.0,39,1.0,decision,response_button_text,2907.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
721,9066992.0,Negative-to-positive,50.0,40,1.0,decision,response_button_text,3995.100000000559,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",2,2
729,9066992.0,Negative-to-positive,45.0,41,1.0,decision,response_button_text,1830.7000000001865,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",2,2
737,9066992.0,Negative-to-positive,60.0,42,1.0,decision,response_button_text,1672.0999999996277,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",2,2
745,9066992.0,Negative-to-positive,38.0,43,1.0,decision,response_button_text,1707.8999999994412,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",2,2
753,9066992.0,Negative-to-positive,34.0,44,1.0,decision,response_button_text,2804.0999999996275,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
761,9066992.0,Negative-to-positive,37.0,45,1.0,decision,response_button_text,1426.8999999994412,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",2,2
769,9066992.0,Negative-to-positive,51.0,46,1.0,decision,response_button_text,1142.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
777,9066992.0,Negative-to-positive,44.0,47,1.0,decision,response_button_text,2071.4000000003725,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
785,9066992.0,Negative-to-positive,61.0,48,1.0,decision,response_button_text,1180.7999999998135,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
793,9066992.0,Negative-to-positive,53.0,49,1.0,decision,response_button_text,1148.7000000001865,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
801,9066992.0,Negative-to-positive,54.0,50,1.0,decision,response_button_text,1599.0999999996277,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",2,2
809,9066992.0,Negative-to-positive,47.0,51,1.0,decision,response_button_text,915.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
817,9066992.0,Negative-to-positive,46.0,52,1.0,decision,response_button_text,1874.0999999996277,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
825,9066992.0,Negative-to-positive,57.0,53,1.0,decision,response_button_text,1186.2000000001865,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
833,9066992.0,Negative-to-positive,36.0,54,1.0,decision,response_button_text,835.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
841,9066992.0,Negative-to-positive,52.0,55,1.0,decision,response_button_text,856.8000000007451,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
849,9066992.0,Negative-to-positive,35.0,56,1.0,decision,response_button_text,545.3999999994412,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
857,9066992.0,Negative-to-positive,56.0,57,1.0,decision,response_button_text,845.7000000001863,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",2,2
865,9066992.0,Negative-to-positive,55.0,58,1.0,decision,response_button_text,1121.199999999255,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
873,9066992.0,Negative-to-positive,59.0,59,1.0,decision,response_button_text,1533.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
881,9066992.0,Negative-to-positive,33.0,60,1.0,decision,response_button_text,934.9000000003724,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
906,8879711.0,Negative-to-positive,22.0,1,1.0,decision,response_button_text,9974.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",2,2
914,8879711.0,Negative-to-positive,26.0,2,1.0,decision,response_button_text,1553.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",1,1
920,8879711.0,Negative-to-positive,17.0,3,1.0,decision,response_button_text,1754.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
928,8879711.0,Negative-to-positive,4.0,4,1.0,decision,response_button_text,2477.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
936,8879711.0,Negative-to-positive,19.0,5,1.0,decision,response_button_text,1745.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
944,8879711.0,Negative-to-positive,31.0,6,1.0,decision,response_button_text,946.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
952,8879711.0,Negative-to-positive,6.0,7,1.0,decision,response_button_text,2449.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
960,8879711.0,Negative-to-positive,7.0,8,1.0,decision,response_button_text,1096.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
968,8879711.0,Negative-to-positive,15.0,9,1.0,decision,response_button_text,721.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",2,2
976,8879711.0,Negative-to-positive,29.0,10,1.0,decision,response_button_text,3479.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
984,8879711.0,Negative-to-positive,14.0,11,1.0,decision,response_button_text,1851.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",2,2
992,8879711.0,Negative-to-positive,27.0,12,1.0,decision,response_button_text,1133.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",1,1
998,8879711.0,Negative-to-positive,3.0,13,1.0,decision,response_button_text,6328.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
1006,8879711.0,Negative-to-positive,16.0,14,1.0,decision,response_button_text,954.0000000000582,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",0,0
1012,8879711.0,Negative-to-positive,11.0,15,1.0,decision,response_button_text,767.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1020,8879711.0,Negative-to-positive,13.0,16,1.0,decision,response_button_text,707.0000000000582,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",1,1
1026,8879711.0,Negative-to-positive,12.0,17,1.0,decision,response_button_text,611.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",1,1
1032,8879711.0,Negative-to-positive,9.0,18,1.0,decision,response_button_text,972.0000000000582,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
1040,8879711.0,Negative-to-positive,24.0,19,1.0,decision,response_button_text,884.0000000000582,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",1,1
1046,8879711.0,Negative-to-positive,25.0,20,1.0,decision,response_button_text,831.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
1054,8879711.0,Negative-to-positive,32.0,21,1.0,decision,response_button_text,538.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
1062,8879711.0,Negative-to-positive,20.0,22,1.0,decision,response_button_text,784.0000000000582,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
1070,8879711.0,Negative-to-positive,5.0,23,1.0,decision,response_button_text,672.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
1078,8879711.0,Negative-to-positive,30.0,24,1.0,decision,response_button_text,870.0000000000582,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",1,1
1084,8879711.0,Negative-to-positive,21.0,25,1.0,decision,response_button_text,687.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
1092,8879711.0,Negative-to-positive,10.0,26,1.0,decision,response_button_text,847.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
1100,8879711.0,Negative-to-positive,18.0,27,1.0,decision,response_button_text,952.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",1,1
1106,8879711.0,Negative-to-positive,8.0,28,1.0,decision,response_button_text,1545.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
1114,8879711.0,Negative-to-positive,23.0,29,1.0,decision,response_button_text,4300.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",0,0
1120,8879711.0,Negative-to-positive,28.0,30,1.0,decision,response_button_text,1374.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
1128,8879711.0,Negative-to-positive,62.0,31,1.0,decision,response_button_text,500.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",0,0
1134,8879711.0,Negative-to-positive,47.0,32,1.0,decision,response_button_text,530.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",0,0
1140,8879711.0,Negative-to-positive,40.0,33,1.0,decision,response_button_text,604.0000000001164,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",0,0
1146,8879711.0,Negative-to-positive,41.0,34,1.0,decision,response_button_text,900.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
1154,8879711.0,Negative-to-positive,48.0,35,1.0,decision,response_button_text,896.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
1162,8879711.0,Negative-to-positive,49.0,36,1.0,decision,response_button_text,774.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
1168,8879711.0,Negative-to-positive,56.0,37,1.0,decision,response_button_text,2301.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",2,2
1176,8879711.0,Negative-to-positive,44.0,38,1.0,decision,response_button_text,948.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",0,0
1182,8879711.0,Negative-to-positive,35.0,39,1.0,decision,response_button_text,2711.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
1190,8879711.0,Negative-to-positive,50.0,40,1.0,decision,response_button_text,3050.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",1,1
1196,8879711.0,Negative-to-positive,33.0,41,1.0,decision,response_button_text,1786.0000000001164,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
1204,8879711.0,Negative-to-positive,38.0,42,1.0,decision,response_button_text,1572.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
1210,8879711.0,Negative-to-positive,61.0,43,1.0,decision,response_button_text,1638.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
1218,8879711.0,Negative-to-positive,36.0,44,1.0,decision,response_button_text,2613.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",0,0
1224,8879711.0,Negative-to-positive,39.0,45,1.0,decision,response_button_text,2168.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",2,2
1232,8879711.0,Negative-to-positive,46.0,46,1.0,decision,response_button_text,7064.000000000116,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",0,0
1238,8879711.0,Negative-to-positive,59.0,47,1.0,decision,response_button_text,4224.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
1246,8879711.0,Negative-to-positive,54.0,48,1.0,decision,response_button_text,770.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",0,0
