,Participant Private ID,Spreadsheet,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,display,Button A,Button B,Zuweisung_Mitspieler(in),partnerAnswer,reward
911,9114231.0,Ambigious,37.0,48,1.0,decision,response_button_text,687.0999999046326,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",2,2
919,9114231.0,Ambigious,58.0,49,1.0,decision,response_button_text,474.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
927,9114231.0,Ambigious,52.0,50,1.0,decision,response_button_text,621.5999999046326,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
935,9114231.0,Ambigious,62.0,51,1.0,decision,response_button_text,735.9000000953674,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
943,9114231.0,Ambigious,41.0,52,1.0,decision,response_button_text,469.2000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
951,9114231.0,Ambigious,45.0,53,1.0,decision,response_button_text,510.80000019073486,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",2,2
959,9114231.0,Ambigious,50.0,54,1.0,decision,response_button_text,699.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",2,2
967,9114231.0,Ambigious,57.0,55,1.0,decision,response_button_text,665.7000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
975,9114231.0,Ambigious,54.0,56,1.0,decision,response_button_text,689.2000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",2,2
983,9114231.0,Ambigious,53.0,57,1.0,decision,response_button_text,576.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
991,9114231.0,Ambigious,48.0,58,1.0,decision,response_button_text,1105.6000001430511,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
999,9114231.0,Ambigious,35.0,59,1.0,decision,response_button_text,707.1999998092651,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
1007,9114231.0,Ambigious,34.0,60,1.0,decision,response_button_text,724.7999999523163,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
1030,9054278.0,Ambigious,25.0,1,1.0,decision,response_button_text,3305.3000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
1038,9054278.0,Ambigious,21.0,2,1.0,decision,response_button_text,2359.6999999284744,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
1046,9054278.0,Ambigious,29.0,3,1.0,decision,response_button_text,2025.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
1054,9054278.0,Ambigious,30.0,4,1.0,decision,response_button_text,1365.2000000476835,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",2,2
1062,9054278.0,Ambigious,10.0,5,1.0,decision,response_button_text,1711.1999999284744,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
1070,9054278.0,Ambigious,32.0,6,1.0,decision,response_button_text,1681.1999999284744,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
1078,9054278.0,Ambigious,18.0,7,1.0,decision,response_button_text,637.1000000238419,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
1086,9054278.0,Ambigious,6.0,8,1.0,decision,response_button_text,1238.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
1094,9054278.0,Ambigious,8.0,9,1.0,decision,response_button_text,1512.1999999284744,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
1102,9054278.0,Ambigious,23.0,10,1.0,decision,response_button_text,1858.6000000238416,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
1110,9054278.0,Ambigious,11.0,11,1.0,decision,response_button_text,2121.599999904633,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1118,9054278.0,Ambigious,27.0,12,1.0,decision,response_button_text,710.6000000238419,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
1126,9054278.0,Ambigious,3.0,13,1.0,decision,response_button_text,1702.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
1134,9054278.0,Ambigious,22.0,14,1.0,decision,response_button_text,4477.300000071526,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",1,1
1140,9054278.0,Ambigious,31.0,15,1.0,decision,response_button_text,2941.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",0,0
1146,9054278.0,Ambigious,4.0,16,1.0,decision,response_button_text,843.2000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
1154,9054278.0,Ambigious,26.0,17,1.0,decision,response_button_text,941.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
1162,9054278.0,Ambigious,12.0,18,1.0,decision,response_button_text,647.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
1170,9054278.0,Ambigious,13.0,19,1.0,decision,response_button_text,805.3999999761581,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
1178,9054278.0,Ambigious,20.0,20,1.0,decision,response_button_text,1419.4000000953674,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
1186,9054278.0,Ambigious,15.0,21,1.0,decision,response_button_text,985.7999999523164,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",1,1
1192,9054278.0,Ambigious,17.0,22,1.0,decision,response_button_text,654.1000000238419,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",1,1
1198,9054278.0,Ambigious,28.0,23,1.0,decision,response_button_text,873.8999999761581,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
1206,9054278.0,Ambigious,5.0,24,1.0,decision,response_button_text,615.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
1214,9054278.0,Ambigious,9.0,25,1.0,decision,response_button_text,720.4000000953674,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",1,1
1220,9054278.0,Ambigious,7.0,26,1.0,decision,response_button_text,1266.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",1,1
1226,9054278.0,Ambigious,24.0,27,1.0,decision,response_button_text,715.7000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
1234,9054278.0,Ambigious,19.0,28,1.0,decision,response_button_text,715.8000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",0,0
1240,9054278.0,Ambigious,14.0,29,1.0,decision,response_button_text,984.8000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",2,2
1248,9054278.0,Ambigious,16.0,30,1.0,decision,response_button_text,538.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
1256,9054278.0,Ambigious,42.0,31,1.0,decision,response_button_text,816.8000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",0,0
1262,9054278.0,Ambigious,59.0,32,1.0,decision,response_button_text,1088.8000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
1270,9054278.0,Ambigious,50.0,33,1.0,decision,response_button_text,977.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",2,2
1278,9054278.0,Ambigious,53.0,34,1.0,decision,response_button_text,1052.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
1286,9054278.0,Ambigious,44.0,35,1.0,decision,response_button_text,2045.3000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
1294,9054278.0,Ambigious,35.0,36,1.0,decision,response_button_text,864.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
1302,9054278.0,Ambigious,55.0,37,1.0,decision,response_button_text,1745.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
1310,9054278.0,Ambigious,48.0,38,1.0,decision,response_button_text,1882.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",0,0
1316,9054278.0,Ambigious,62.0,39,1.0,decision,response_button_text,1786.3000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",1,1
1322,9054278.0,Ambigious,37.0,40,1.0,decision,response_button_text,1209.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",2,2
1330,9054278.0,Ambigious,51.0,41,1.0,decision,response_button_text,499.7000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
1338,9054278.0,Ambigious,49.0,42,1.0,decision,response_button_text,1198.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",2,2
1346,9054278.0,Ambigious,61.0,43,1.0,decision,response_button_text,2104.4000000953674,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
1354,9054278.0,Ambigious,45.0,44,1.0,decision,response_button_text,1834.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",2,2
1362,9054278.0,Ambigious,39.0,45,1.0,decision,response_button_text,494.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",2,2
1370,9054278.0,Ambigious,47.0,46,1.0,decision,response_button_text,434.2999999523163,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
1378,9054278.0,Ambigious,57.0,47,1.0,decision,response_button_text,724.3000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",0,0
1384,9054278.0,Ambigious,58.0,48,1.0,decision,response_button_text,709.3000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",1,1
1390,9054278.0,Ambigious,34.0,49,1.0,decision,response_button_text,1599.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
1398,9054278.0,Ambigious,52.0,50,1.0,decision,response_button_text,8359.100000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",1,1
1404,9054278.0,Ambigious,46.0,51,1.0,decision,response_button_text,1398.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
1412,9054278.0,Ambigious,41.0,52,1.0,decision,response_button_text,1150.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
1420,9054278.0,Ambigious,54.0,53,1.0,decision,response_button_text,973.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",1,1
1426,9054278.0,Ambigious,40.0,54,1.0,decision,response_button_text,977.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",2,2
1434,9054278.0,Ambigious,56.0,55,1.0,decision,response_button_text,1304.7000000476835,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",2,2
1442,9054278.0,Ambigious,38.0,56,1.0,decision,response_button_text,1297.7999999523165,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",2,2
1450,9054278.0,Ambigious,43.0,57,1.0,decision,response_button_text,1071.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
1458,9054278.0,Ambigious,33.0,58,1.0,decision,response_button_text,1528.6999999284744,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",1,1
1464,9054278.0,Ambigious,60.0,59,1.0,decision,response_button_text,2209.7999999523163,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",1,1
1470,9054278.0,Ambigious,36.0,60,1.0,decision,response_button_text,693.2000000476837,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
1498,8964265.0,Ambigious,15.0,1,1.0,decision,response_button_text,7091.099999999628,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",1,1
1504,8964265.0,Ambigious,4.0,2,1.0,decision,response_button_text,6148.399999999907,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
1512,8964265.0,Ambigious,23.0,3,1.0,decision,response_button_text,10121.80000000028,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
1520,8964265.0,Ambigious,30.0,4,1.0,decision,response_button_text,3867.30000000028,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",2,2
1528,8964265.0,Ambigious,19.0,5,1.0,decision,response_button_text,2779.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
1536,8964265.0,Ambigious,18.0,6,1.0,decision,response_button_text,3339.7000000001863,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
1544,8964265.0,Ambigious,25.0,7,1.0,decision,response_button_text,3534.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
1552,8964265.0,Ambigious,6.0,8,1.0,decision,response_button_text,3991.80000000028,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
1560,8964265.0,Ambigious,12.0,9,1.0,decision,response_button_text,1860.3999999999069,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
1568,8964265.0,Ambigious,13.0,10,1.0,decision,response_button_text,1317.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
1576,8964265.0,Ambigious,10.0,11,1.0,decision,response_button_text,1083.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
1584,8964265.0,Ambigious,29.0,12,1.0,decision,response_button_text,2059.600000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
1592,8964265.0,Ambigious,9.0,13,1.0,decision,response_button_text,1686.3000000002794,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
1600,8964265.0,Ambigious,3.0,14,1.0,decision,response_button_text,3108.7999999998137,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
1608,8964265.0,Ambigious,21.0,15,1.0,decision,response_button_text,2159.1999999997206,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
1616,8964265.0,Ambigious,28.0,16,1.0,decision,response_button_text,1286.8999999999069,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
1624,8964265.0,Ambigious,31.0,17,1.0,decision,response_button_text,1598.8999999999069,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
1632,8964265.0,Ambigious,24.0,18,1.0,decision,response_button_text,2164.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
1640,8964265.0,Ambigious,17.0,19,1.0,decision,response_button_text,3799.099999999628,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
1648,8964265.0,Ambigious,22.0,20,1.0,decision,response_button_text,828.8000000002794,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",1,1
1654,8964265.0,Ambigious,27.0,21,1.0,decision,response_button_text,1013.3999999999068,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
1662,8964265.0,Ambigious,7.0,22,1.0,decision,response_button_text,1401.7000000001865,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
1670,8964265.0,Ambigious,20.0,23,1.0,decision,response_button_text,761.2999999998137,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
1678,8964265.0,Ambigious,11.0,24,1.0,decision,response_button_text,2837.1999999997206,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1686,8964265.0,Ambigious,26.0,25,1.0,decision,response_button_text,463.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",1,1
1692,8964265.0,Ambigious,8.0,26,1.0,decision,response_button_text,849.1999999997206,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",0,0
1698,8964265.0,Ambigious,32.0,27,1.0,decision,response_button_text,1348.8000000002794,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",1,1
1704,8964265.0,Ambigious,5.0,28,1.0,decision,response_button_text,675.7000000001863,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",1,1
1710,8964265.0,Ambigious,16.0,29,1.0,decision,response_button_text,431.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",0,0
1716,8964265.0,Ambigious,14.0,30,1.0,decision,response_button_text,683.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",0,0
1722,8964265.0,Ambigious,56.0,31,1.0,decision,response_button_text,571.7999999998137,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",1,1
1728,8964265.0,Ambigious,61.0,32,1.0,decision,response_button_text,492.79999999981374,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",0,0
1734,8964265.0,Ambigious,48.0,33,1.0,decision,response_button_text,837.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",0,0
1740,8964265.0,Ambigious,50.0,34,1.0,decision,response_button_text,542.7000000001863,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",1,1
1746,8964265.0,Ambigious,53.0,35,1.0,decision,response_button_text,698.6000000000931,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",0,0
1752,8964265.0,Ambigious,35.0,36,1.0,decision,response_button_text,1278.3999999999069,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",1,1
1758,8964265.0,Ambigious,37.0,37,1.0,decision,response_button_text,918.2000000001864,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",1,1
1764,8964265.0,Ambigious,54.0,38,1.0,decision,response_button_text,1209.8000000002794,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",1,1
1770,8964265.0,Ambigious,44.0,39,1.0,decision,response_button_text,716.2000000001863,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",0,0
1776,8964265.0,Ambigious,38.0,40,1.0,decision,response_button_text,1601.8999999999069,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",0,0
1782,8964265.0,Ambigious,39.0,41,1.0,decision,response_button_text,1826.2999999998135,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",1,1
1788,8964265.0,Ambigious,45.0,42,1.0,decision,response_button_text,1081.2000000001865,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",1,1
1794,8964265.0,Ambigious,51.0,43,1.0,decision,response_button_text,2000.8000000002796,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",0,0
1800,8964265.0,Ambigious,36.0,44,1.0,decision,response_button_text,2609.3000000002794,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
1808,8964265.0,Ambigious,41.0,45,1.0,decision,response_button_text,3471.600000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
1816,8964265.0,Ambigious,49.0,46,1.0,decision,response_button_text,4757.4000000003725,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
1822,8964265.0,Ambigious,42.0,47,1.0,decision,response_button_text,2100.100000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",2,2
1830,8964265.0,Ambigious,47.0,48,1.0,decision,response_button_text,2936.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
1838,8964265.0,Ambigious,58.0,49,1.0,decision,response_button_text,1256.7000000001865,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",1,1
1844,8964265.0,Ambigious,55.0,50,1.0,decision,response_button_text,3523.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
1852,8964265.0,Ambigious,60.0,51,1.0,decision,response_button_text,6417.600000000093,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",1,1
1858,8964265.0,Ambigious,59.0,52,1.0,decision,response_button_text,1935.3999999999069,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
1866,8964265.0,Ambigious,62.0,53,1.0,decision,response_button_text,3426.600000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
1874,8964265.0,Ambigious,34.0,54,1.0,decision,response_button_text,1649.6000000000931,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
1882,8964265.0,Ambigious,57.0,55,1.0,decision,response_button_text,5109.600000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
1890,8964265.0,Ambigious,52.0,56,1.0,decision,response_button_text,3223.7000000001863,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
1898,8964265.0,Ambigious,33.0,57,1.0,decision,response_button_text,1186.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
1906,8964265.0,Ambigious,46.0,58,1.0,decision,response_button_text,2230.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
1914,8964265.0,Ambigious,40.0,59,1.0,decision,response_button_text,1473.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",2,2
1922,8964265.0,Ambigious,43.0,60,1.0,decision,response_button_text,2656.100000000093,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
1945,8842342.0,Ambigious,11.0,1,1.0,decision,response_button_text,4859.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1953,8842342.0,Ambigious,18.0,2,1.0,decision,response_button_text,3383.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
1961,8842342.0,Ambigious,16.0,3,1.0,decision,response_button_text,4174.200000047684,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",0,0
1967,8842342.0,Ambigious,15.0,4,1.0,decision,response_button_text,9621.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",1,1
1973,8842342.0,Ambigious,17.0,5,1.0,decision,response_button_text,4279.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",1,1
1979,8842342.0,Ambigious,28.0,6,1.0,decision,response_button_text,5070.399999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",1,1
1985,8842342.0,Ambigious,30.0,7,1.0,decision,response_button_text,6926.799999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",2,2
1993,8842342.0,Ambigious,7.0,8,1.0,decision,response_button_text,6164.300000071526,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
2001,8842342.0,Ambigious,25.0,9,1.0,decision,response_button_text,2364.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",0,0
2007,8842342.0,Ambigious,19.0,10,1.0,decision,response_button_text,3271.3000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",0,0
2013,8842342.0,Ambigious,6.0,11,1.0,decision,response_button_text,1948.8000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",0,0
2019,8842342.0,Ambigious,22.0,12,1.0,decision,response_button_text,3769.599999904633,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",2,2
2027,8842342.0,Ambigious,5.0,13,1.0,decision,response_button_text,3467.2999999523163,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
2035,8842342.0,Ambigious,9.0,14,1.0,decision,response_button_text,2717.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",1,1
2041,8842342.0,Ambigious,32.0,15,1.0,decision,response_button_text,6462.699999928474,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
2049,8842342.0,Ambigious,12.0,16,1.0,decision,response_button_text,1883.6000000238416,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",0,0
2055,8842342.0,Ambigious,14.0,17,1.0,decision,response_button_text,1741.8000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",0,0
2061,8842342.0,Ambigious,24.0,18,1.0,decision,response_button_text,1760.7999999523165,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",1,1
2067,8842342.0,Ambigious,10.0,19,1.0,decision,response_button_text,2158.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
2075,8842342.0,Ambigious,27.0,20,1.0,decision,response_button_text,2506.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
2083,8842342.0,Ambigious,23.0,21,1.0,decision,response_button_text,4211.699999928474,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
2091,8842342.0,Ambigious,26.0,22,1.0,decision,response_button_text,3585.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
2099,8842342.0,Ambigious,29.0,23,1.0,decision,response_button_text,2806.2999999523163,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
2107,8842342.0,Ambigious,8.0,24,1.0,decision,response_button_text,8386.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
2115,8842342.0,Ambigious,13.0,25,1.0,decision,response_button_text,6150.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
2123,8842342.0,Ambigious,4.0,26,1.0,decision,response_button_text,1841.7999999523165,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",0,0
2129,8842342.0,Ambigious,31.0,27,1.0,decision,response_button_text,1603.8000000715256,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",0,0
2135,8842342.0,Ambigious,3.0,28,1.0,decision,response_button_text,4320.799999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
2143,8842342.0,Ambigious,21.0,29,1.0,decision,response_button_text,4744.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",0,0
2149,8842342.0,Ambigious,20.0,30,1.0,decision,response_button_text,4381.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
2157,8842342.0,Ambigious,47.0,31,1.0,decision,response_button_text,3489.4000000953674,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",1,1
2163,8842342.0,Ambigious,35.0,32,1.0,decision,response_button_text,3059.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
2171,8842342.0,Ambigious,59.0,33,1.0,decision,response_button_text,4890.699999928474,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
2179,8842342.0,Ambigious,51.0,34,1.0,decision,response_button_text,4463.799999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
2187,8842342.0,Ambigious,41.0,35,1.0,decision,response_button_text,12007.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
2195,8842342.0,Ambigious,42.0,36,1.0,decision,response_button_text,3505.099999904633,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",0,0
