 
To activate the conda environment, type
'source $CONDA_ROOT/bin/activate'
 
cost 246.39486029162785
cost 246.4471004070125
cost 246.29538011343567
cost 37.16031668699103
cost 246.18568920102962
cost 246.19920694310642
cost 246.33728620178715
cost 246.44477462182363
cost 37.33949853996174
cost 37.235293873517925
cost 37.26239140468781
cost 37.19022743748881
cost 37.32189324610157
cost 246.06526429235927
cost 37.40044703300881
cost 37.22029927806341
cost 132.44911002599758
cost 132.51607070545802
cost 132.30741112245408
cost 132.30891754158793
cost 132.5048973115045
cost 132.5171840685329
cost 132.56848153092807
cost 132.2214433805219
cost 246.22321005603416
cost 246.2036372019663
cost 246.36579488207826
cost 246.17959294590736
cost 37.12736942462429
cost 246.37058375055858
cost 37.33926536881723
cost 246.30864478807948
cost 246.3778216570496
cost 37.212493432371595
cost 246.3301424426407
cost 37.22532413979717
cost 246.2207835788687
cost 37.27397413230399
cost 37.149694987580204
cost 37.367719154091304
cost 37.331288959192065
cost 246.06991326843143
cost 37.39486712787301
cost 37.19128972033888
cost 132.44538999097134
cost 132.53790394846357
cost 132.4817289427374
cost 132.29192044842728
cost 132.26675263609428
cost 132.4874039341618
cost 132.19113444489096
cost 132.53209644879033
cost 246.23356008511922
cost 246.17425358856605
cost 180.10183704403843
cost 132.49622959626208
cost 246.36579488207826
cost 246.17959294590736
cost 37.12736942462429
cost 246.37058375055858
cost 37.33926536881723
cost 246.30864478807948
cost 246.3778216570496
cost 37.212493432371595
cost 37.22532413979717
cost 37.27397413230399
cost 246.3301424426407
cost 132.47881378517036
cost 246.2207835788687
cost 37.11483029583196
cost 37.37386819601421
cost 180.1966681883392
cost 37.331288959192065
cost 246.06991326843143
cost 37.39486712787301
cost 37.19128972033888
cost 132.44538999097134
cost 132.53790394846357
cost 132.4817289427374
cost 132.29192044842728
cost 132.26675263609428
cost 132.4874039341618
cost 132.53209644879033
cost 132.19113444489096
cost 246.23356008511922
cost 246.17425358856605
cost 180.10363914692434
cost 246.45495982607963
cost 132.4638408481051
cost 246.2687578899087
cost 37.21653436862564
cost 246.45974869455992
cost 37.42843031281857
cost 246.46698660105093
cost 246.39780973208082
cost 37.30165837637294
cost 37.36313907630533
cost 37.31448908379852
cost 246.41930738664206
cost 246.30994852287006
cost 132.50085259675848
cost 37.11483029583196
cost 37.37386819601421
cost 180.13555733036083
cost 246.15907821243277
cost 37.42045390319341
cost 37.48403207187435
cost 37.280454664340226
cost 132.53455493497268
cost 132.6270688924649
cost 132.57089388673873
cost 132.38108539242862
cost 132.57656887816313
cost 132.62126139279167
cost 132.35591758009562
cost 132.2802993888923
cost 246.26341853256739
cost 246.3227250291206
cost 180.10363914692434
cost 246.34350364607795
cost 132.4638408481051
cost 37.10507818862395
cost 246.15730170990702
cost 246.34829251455824
cost 37.31697413281689
cost 37.25168289630365
cost 246.35553042104925
cost 37.19020219637126
cost 246.28635355207913
cost 37.20303290379684
cost 246.30785120664038
cost 246.19849234286838
cost 132.50085259675848
cost 37.203995239833304
cost 37.463033140015554
cost 180.13555733036083
cost 246.0476220324311
cost 37.30899772319173
cost 37.37257589187267
cost 37.168998484338545
cost 132.423098754971
cost 132.51561271246322
cost 132.45943770673705
