 
To activate the conda environment, type
'source $CONDA_ROOT/bin/activate'
 
cost 246.09940309897954
cost 246.21370087555758
cost 246.23738773607795
cost 246.132401786931
cost 246.45184950386675
cost 246.25159490213633
cost 246.42493593312756
cost 246.54467549000455
cost 246.44476074564054
cost 37.38124153549213
cost 37.326983674578464
cost 37.50914477283942
cost 37.30301581167375
cost 37.410106044657454
cost 37.2380253746073
cost 132.45905808571442
cost 132.3088292591758
cost 132.43134942411993
cost 132.4641652798508
cost 132.55442844502065
cost 132.4257569946884
cost 132.37571282640735
cost 37.64301636753888
cost 132.5141849200722
cost 132.36370685253897
cost 179.9150667657164
cost 180.24350365513823
cost 132.72549712673575
cost 37.1702475091633
cost 246.20399204500052
cost 37.19713323556221
cost 37.323483794510246
cost 246.1214878529963
cost 246.13951187729774
cost 246.20191204364923
cost 246.1035479772661
cost 246.19818268038523
cost 246.45128259499927
cost 246.4564556362153
cost 246.54172810872552
cost 246.3746618602336
cost 37.436579659550226
cost 37.313551053185584
cost 37.32760509991192
cost 37.25882714739757
cost 37.381736325185265
cost 37.21486654331375
cost 132.3246029407509
cost 132.47842861622493
cost 132.3113505781041
cost 132.45041392419316
cost 132.44322672869802
cost 132.4804670328149
cost 132.3871652172174
cost 132.52327933584496
cost 132.57537750985287
cost 37.601668814353154
cost 179.8976423396551
cost 180.2486714039957
cost 132.69037059327
cost 37.19182644899382
cost 246.22327784920228
cost 37.18600664780617
cost 37.34520366445728
cost 246.1214878529963
cost 246.13951187729774
cost 246.20191204364923
cost 246.1035479772661
cost 246.54172810872552
cost 246.45128259499927
cost 246.4564556362153
cost 246.19818268038523
cost 246.3746618602336
cost 37.436579659550226
cost 37.313551053185584
cost 37.32760509991192
cost 37.25882714739757
cost 37.381736325185265
cost 132.3246029407509
cost 37.21486654331375
cost 132.47842861622493
cost 132.3113505781041
cost 132.44322672869802
cost 132.3871652172174
cost 132.45041392419316
cost 132.4804670328149
cost 132.52327933584496
cost 132.57537750985287
cost 37.60166881435315
cost 179.8976423396551
cost 132.69037059327
cost 180.2486714039957
cost 37.19182644899382
cost 246.22327784920228
cost 37.18600664780617
cost 37.34520366445728
cost 246.21065279699764
cost 246.22867682129908
cost 246.29107698765057
cost 246.54562058021665
cost 246.5404475390006
cost 246.19271292126743
cost 246.63089305272686
cost 246.28734762438657
cost 246.46382680423494
cost 37.52574460355157
cost 37.40271599718693
cost 37.41677004391327
cost 37.347992091398915
cost 37.470901269186605
cost 132.56759356022627
cost 132.41376788475227
cost 132.47633016121873
cost 132.40051552210548
cost 37.30403148731509
cost 132.5395788681945
cost 132.56963197681625
cost 132.53239167269936
cost 37.69083375835449
cost 132.6645424538542
cost 132.6124442798463
cost 132.77953553727133
cost 180.33783634799707
cost 37.28099139299517
cost 179.98680728365645
cost 246.31244279320362
cost 37.27517159180751
cost 37.43436860845863
cost 246.09919661699595
cost 246.1172206412974
cost 246.1796208076489
cost 246.43416440021497
cost 246.42899135899893
cost 246.08125674126575
cost 246.51943687272518
cost 246.1758914443849
cost 246.35237062423326
cost 37.41428842354989
cost 37.305313863911586
cost 37.29125981718524
cost 37.236535911397226
cost 37.35944508918492
cost 132.4561373802246
cost 132.3023117047506
cost 132.2890593421038
cost 132.36487398121704
cost 37.192575307313405
cost 132.42093549269768
cost 132.45817579681457
cost 132.42812268819281
cost 132.55308627385253
cost 132.50098809984462
cost 37.16953521299349
cost 37.57937757835281
cost 132.66807935726965
cost 179.87535110365476
cost 180.2263801679954
cost 246.20098661320193
cost 37.16371541180583
cost 37.322912428456945
cost 246.09919661710705
cost 246.1172206414086
cost 246.17962080776007
cost 246.51943687283634
cost 246.42899135911009
cost 246.08125674137693
cost 246.43416440032613
cost 246.1758914444961
cost 37.4142884236611
cost 246.35237062434447
cost 37.30531386402274
cost 37.29125981729645
cost 132.45613738033572
cost 37.35944508929611
cost 37.23653591150842
cost 132.30231170486172
cost 132.28905934221498
cost 132.42093549280884
cost 132.3648739813282
cost 132.4581757969257
cost 37.19257530742458
cost 132.42812268830394
cost 37.16953521310461
cost 132.55308627396366
cost 132.50098809995578
cost 37.579377578464005
cost 246.20098661331306
cost 179.87535110376595
cost 132.66807935738083
cost 180.22638016810652
cost 37.163715411916996
cost 37.32291242856807
cost 246.09919661710705
cost 246.1172206414086
cost 246.17962080776007
cost 246.51943687283634
cost 246.42899135911009
cost 246.08125674137693
cost 246.43416440032613
cost 246.1758914444961
cost 37.4142884236611
cost 246.35237062434447
cost 37.30531386402274
cost 37.29125981729645
cost 132.45613738033572
cost 132.30231170486172
cost 37.35944508929611
cost 132.28905934221498
cost 37.23653591150842
cost 132.42093549280884
cost 132.3648739813282
cost 132.4581757969257
cost 37.16953521310461
cost 37.19257530742458
cost 132.55308627396366
cost 132.50098809995578
cost 132.42812268830394
cost 246.20098661331306
cost 179.87535110376595
cost 132.66807935738083
cost 37.579377578464005
cost 180.22638016810652
cost 37.163715411916996
cost 37.32291242856807
cost 246.06385705398782
cost 246.15032450991632
cost 246.13117893928344
cost 246.3538034864625
cost 246.52434568784568
cost 246.02722246470495
cost 246.36407323747986
cost 37.43656050015885
cost 246.19795682759366
cost 246.36256419379467
cost 37.30184954480145
cost 37.25364979799028
cost 132.3230384401354
cost 132.44902387099106
cost 132.30863348781327
cost 37.31522396544885
cost 37.16670991846363
cost 132.4427089034241
cost 132.3237968101186
cost 132.42314915960216
cost 37.17462546248605
cost 37.18470230592664
cost 246.18802718365117
cost 132.52919573396008
cost 132.51408697549792
cost 132.40377351274796
cost 179.89609187272296
cost 132.59674678042194
cost 37.546567807221926
cost 180.15542997330448
cost 37.13152870160662
cost 37.311280494344516
cost 246.06385705398782
cost 246.13117893928344
cost 246.15032450991632
cost 246.3538034864625
cost 246.52434568784568
cost 246.02722246470495
cost 37.43656050015885
cost 246.36407323747986
cost 246.19795682759366
cost 246.36256419379467
cost 37.25364979799028
cost 37.30184954480145
cost 132.3230384401354
cost 132.44902387099106
cost 132.30863348781327
cost 37.31522396544885
cost 132.4427089034241
cost 37.17462546248605
cost 37.16670991846363
cost 132.42314915960216
cost 132.3237968101186
cost 246.18802718365117
cost 37.18470230592664
cost 132.51408697549792
cost 132.52919573396008
cost 132.40377351274796
cost 179.89609187272296
cost 132.59674678042194
cost 180.15542997330448
cost 37.546567807221926
cost 37.13152870160662
cost 37.311280494344516
cost 246.15302199798916
cost 246.22034388328478
cost 246.23948945391768
cost 246.44296843046388
cost 246.61351063184702
cost 246.1163874087063
cost 37.525725444160194
cost 246.45323818148123
cost 246.287121771595
cost 37.342814741991624
cost 246.451729137796
cost 37.391014488802796
cost 132.41220338413675
cost 132.39779843181464
cost 132.5381888149924
cost 37.4043889094502
cost 37.263790406487395
cost 246.27719212765254
cost 132.53187384742546
cost 132.5123141036035
cost 132.41296175411998
cost 37.25587486246498
cost 37.27386724992798
cost 132.60325191949926
cost 132.61836067796142
cost 179.9852568167243
cost 132.4929384567493
cost 132.6859117244233
cost 180.24459491730582
cost 37.63573275122327
cost 37.22069364560796
cost 37.400445438345855
cost 246.04156581798748
cost 246.1088877032831
cost 246.128033273916
cost 246.3315122504622
cost 246.50205445184534
cost 37.414269264158506
cost 246.0049312287046
cost 246.17566559159332
cost 246.34178200147954
cost 37.23135856198994
cost 246.34027295779433
cost 37.279558308801114
cost 132.4267326349907
cost 132.30074720413506
cost 132.28634225181295
cost 37.292932729448516
cost 132.42041766742378
cost 246.16573594765086
cost 132.40085792360182
cost 37.152334226485706
cost 132.3015055741183
cost 37.1444186824633
cost 37.1624110699263
cost 132.49179573949758
cost 132.50690449795974
cost 179.87380063672262
cost 132.57445554442162
cost 132.38148227674762
cost 180.13313873730414
cost 37.52427657122159
cost 37.10923746560628
cost 37.28898925834417
cost 246.04156581809866
cost 246.10888770339423
cost 246.12803327402716
cost 246.33151225057338
cost 37.41426926426962
cost 246.5020544519565
cost 246.0049312288158
cost 246.17566559170444
cost 246.34178200159073
cost 37.23135856210113
cost 246.34027295790546
cost 37.27955830891227
cost 132.42673263510187
cost 132.3007472042462
cost 132.28634225192408
cost 37.29293272955971
cost 132.42041766753488
cost 246.16573594776202
cost 132.400857923713
cost 37.152334226596864
cost 132.30150557422948
cost 37.1444186825745
cost 37.162411070037464
cost 132.4917957396087
cost 132.50690449807092
cost 179.87380063683375
cost 132.5744555445328
cost 132.3814822768588
cost 180.13313873741535
cost 37.52427657133278
cost 37.10923746571746
cost 37.288989258455345
cost 246.04156581809866
cost 246.10888770339423
cost 246.12803327402716
cost 37.41426926426962
cost 246.33151225057338
cost 246.5020544519565
cost 246.0049312288158
cost 246.17566559170444
cost 37.23135856210113
cost 246.34178200159073
cost 246.34027295790546
cost 37.27955830891227
cost 132.42673263510187
cost 132.3007472042462
cost 132.28634225192408
cost 37.29293272955971
cost 246.16573594776202
cost 132.42041766753488
cost 132.400857923713
cost 37.152334226596864
cost 132.30150557422948
cost 132.4917957396087
cost 37.162411070037464
cost 37.1444186825745
cost 179.87380063683375
cost 132.50690449807092
cost 132.5744555445328
cost 180.13313873741535
cost 132.3814822768588
cost 37.52427657133278
cost 37.10923746571746
cost 37.288989258455345
cost 246.0420920988466
cost 246.12795470233192
cost 246.10005273037356
cost 37.42436926318508
cost 246.33634974428654
cost 246.46699447852933
cost 246.10676839771062
cost 246.02243864951257
cost 37.25299142742013
cost 246.28419351122827
cost 246.3477682544538
cost 132.39058746020802
cost 37.30086542445544
cost 132.30562734754824
cost 132.2587648612701
cost 37.25305405471475
cost 246.11827437096767
cost 132.42820765870772
cost 132.40761636497783
cost 132.2366806519212
cost 37.17321631636259
cost 179.89282733841648
cost 37.071006818886715
cost 37.17656139886686
cost 132.46963507891854
cost 132.5168341831193
cost 132.55406070269848
cost 180.0998266500576
cost 132.32801629209231
cost 37.47137823497321
cost 37.12917053576632
cost 37.26324345193234
cost 246.0420920988466
cost 246.12795470233192
cost 246.10005273037356
cost 37.42436926318508
cost 246.33634974428654
cost 246.46699447852933
cost 246.10676839771062
cost 246.02243864951257
cost 37.25299142742013
cost 246.3477682544538
cost 246.28419351122827
cost 132.39058746020802
cost 132.30562734754824
cost 37.30086542445544
cost 132.2587648612701
cost 37.25305405471475
cost 246.11827437096767
cost 132.42820765870772
cost 132.40761636497783
cost 132.2366806519212
cost 37.17321631636259
cost 179.89282733841648
cost 37.071006818886715
cost 132.46963507891854
cost 37.17656139886686
cost 132.5168341831193
cost 132.55406070269848
cost 180.0998266500576
cost 132.32801629209231
cost 37.47137823497321
cost 37.12917053576632
cost 37.26324345193234
cost 246.13125704284795
cost 246.2171196463333
cost 246.18921767437493
cost 37.513534207186424
cost 246.4255146882879
cost 246.55615942253067
cost 246.19593334171196
cost 246.1116035935139
cost 37.34215637142147
cost 246.43693319845516
cost 246.3733584552296
cost 132.47975240420936
cost 132.39479229154958
cost 132.34792980527146
cost 37.390030368456785
cost 246.20743931496904
cost 37.3422189987161
cost 132.51737260270906
cost 132.4967813089792
cost 132.32584559592254
cost 37.26238126036394
cost 179.98199228241785
cost 37.16017176288806
cost 132.55880002291988
cost 132.60599912712067
cost 37.265726342868206
cost 132.64322564669985
cost 180.18899159405893
cost 132.41718123609368
cost 37.560543178974555
cost 37.352408395933686
cost 37.21833547976767
cost 246.01980086284627
cost 246.1056634663316
cost 246.07776149437325
cost 37.40207802718474
cost 246.31405850828622
cost 246.444703242529
cost 246.08447716171028
cost 246.00014741351222
cost 246.32547701845348
cost 37.230700191419785
cost 132.36829622420768
cost 246.26190227522792
cost 132.2833361115479
cost 246.09598313496735
cost 132.23647362526975
cost 37.23076281871441
cost 37.2785741884551
cost 132.40591642270738
cost 132.3853251289775
cost 132.21438941592086
cost 37.150925080362256
cost 179.87053610241617
cost 37.04871558288638
cost 132.49454294711896
cost 132.4473438429182
cost 132.53176946669817
cost 37.154270162866524
cost 180.07753541405725
cost 132.30572505609197
cost 37.449086998972874
cost 37.240952215932005
cost 37.106879299765986
cost 246.01980086295742
cost 246.10566346644273
cost 246.0777614944844
cost 37.402078027295886
cost 246.31405850839735
cost 246.44470324264017
cost 246.0844771618215
cost 246.3254770185646
cost 132.36829622431887
cost 246.00014741362335
cost 37.23070019153091
cost 246.26190227533914
cost 246.09598313507854
cost 132.28333611165905
cost 132.23647362538094
cost 37.2307628188256
cost 37.278574188566225
cost 132.40591642281854
cost 132.38532512908864
cost 132.21438941603208
cost 37.15092508047338
cost 179.8705361025273
cost 37.04871558299759
cost 132.49454294723012
cost 132.4473438430294
cost 132.53176946680932
cost 37.15427016297766
cost 180.07753541416844
cost 132.3057250562032
cost 37.44908699908407
cost 37.24095221604318
cost 37.10687929987711
cost 246.01980086295742
cost 246.10566346644273
cost 246.0777614944844
cost 37.402078027295886
cost 246.31405850839735
cost 246.44470324264017
cost 246.0844771618215
cost 132.36829622431887
cost 246.3254770185646
cost 246.09598313507854
cost 37.23070019153091
cost 246.00014741362335
cost 246.26190227533914
cost 132.28333611165905
cost 37.2307628188256
cost 132.23647362538094
cost 37.278574188566225
cost 132.40591642281854
cost 132.38532512908864
cost 132.21438941603208
cost 37.15092508047338
cost 179.8705361025273
cost 132.49454294723012
cost 37.04871558299759
cost 132.4473438430294
cost 132.53176946680932
cost 37.15427016297766
cost 180.07753541416844
cost 132.3057250562032
cost 37.44908699908407
cost 37.24095221604318
cost 37.10687929987711
cost 246.00864023750847
cost 246.11610915283055
cost 37.42182281786631
cost 246.09351892264132
cost 246.31714344143575
cost 246.4054368401475
cost 246.04749413731528
cost 246.05376151635454
cost 132.3252020568413
cost 246.28872787215627
cost 37.15312290136324
cost 246.01431750357816
cost 37.20241787293918
cost 132.2918720225474
