,biased_B,Type1_depressed
10,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.6480195642995852, 0.6871187480827441, 0.0609240390039993, 0.02060612101087453, 0.013237933144534045, 0.010091317777609004, 0.008230359240238839, 0.006947821505490963, 0.005997190909378012, 0.0052637277442589125, 0.00468213634075144, 0.40118742467323715, 0.0378484995605644, 0.011070182862079413, 0.007246149002671268, 0.006193288879905908, 0.06026433672494036, 0.09267529504886926, 0.5279937831045137, 0.703631650066353, 0.7504895752987772, 0.7732128255744958, 0.7899871194089432, 0.8039299897086712, 0.8158653352669059, 0.8262045650793426, 0.8352366048020766, 0.843184595345523, 0.8502253598491555, 0.8565006883074407, 0.8621253224082053, 0.8671928961441768, 0.8717804254757828, 0.8759517335222036, 0.8797600856310639, 0.8832502331330824, 0.8864600110876051]","[0.15000000000000008, 0.6089133951708787, 0.05233734300846486, 0.019640124916037352, 0.012798566883920887, 0.009535428928509908, 0.08097682852058273, 0.01058312573032851, 0.07328220013673949, 0.09492106719176759, 0.10240000243456185, 0.10508756965473111, 0.10620266576241189, 0.1067893906530839, 0.10717379299292326, 0.10746020602655626, 0.10768681065854999, 0.10787134187929967, 0.1080241981446592, 0.010729260145769984, 0.08599238961030918, 0.0997623171226342, 0.10222018841744478, 0.1026890364702244, 0.1028183276409524, 0.10288678756735352, 0.10294027619205277, 0.10298671459205103, 0.10302797462856267, 0.10306490300218146, 0.10309810157723352, 0.10312805945318747, 0.103155186325296, 0.1031798287711694, 0.10320228176788768, 0.10322279768665786, 0.10324159348788596, 0.10325885653225778, 0.10327474930644566, 0.10328941328979249]"
11,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.0043912230018165925, 0.003407181605428786, 0.0027910743875814085, 0.002361159611523848, 0.29240485437049946, 0.4944200640171353, 0.02561781024907264, 0.35066434175093425, 0.027189379553097495, 0.011275745967952264, 0.3033242657128277, 0.02882575069649243, 0.3133658751970035, 0.035826814857791225, 0.01854973808516977, 0.015534522780630194, 0.014171954082388812, 0.0751781818839914, 0.3602132942127468, 0.492831979596197, 0.5468023255137631, 0.060778317157060203, 0.357648684576293, 0.05451057571570823, 0.33390275634129224, 0.059237589713763215, 0.12149839441336904, 0.36806451654462957, 0.06742618048919863, 0.12752676827880527, 0.14159855595054902, 0.14542497792863732, 0.38056202831151476, 0.46253468269315073, 0.4910143440672502, 0.5058440790903364, 0.5172526078610536]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.31891910155662434, 0.014952924751301104, 0.0827722513336699, 0.0935926670193394, 0.09594813059918025, 0.0967520709830867, 0.09716056247391405, 0.09742324065280049, 0.097612559738517, 0.0977567087123336, 0.09786989319725299, 0.09796065038347741, 0.09803462960950753, 0.09809576687962718, 0.09814689353919974, 0.0981900948406643, 0.09822693644798346, 0.09825861354550981, 0.09828605188693856, 0.09830997788581329, 0.09833096820860172, 0.0983494854839679, 0.09836590441990628, 0.09838053117621984, 0.09839361791896191, 0.09840537388345191, 0.0984159738739238, 0.09842556485849098, 0.09843427113315056, 0.09844219839969898, 0.09844943701146967, 0.09845606457579562, 0.09846214805510967, 0.09846774547426333, 0.09847290731631844, 0.09847767767020185, 0.098482095179445]"
12,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.0043912230018165925, 0.003407181605428786, 0.0027910743875814085, 0.002361159611523848, 0.002042004990386318, 0.0017956860200100053, 0.0016002185311180287, 0.027745545803431963, 0.398693855396185, 0.016511376334899252, 0.004094443877991168, 0.0026441904430284484, 0.032349611395503464, 0.003299575708432998, 0.032132698205443525, 0.0031964829506362855, 0.031020140593707547, 0.04249538024626029, 0.003483527363677879, 0.031141721810648355, 0.04185912607805722, 0.44619062679698873, 0.634513998845472, 0.03749193735945089, 0.4319228347994658, 0.6319212883463163, 0.6940578994795847, 0.7263191385365125, 0.07643599812017166, 0.47876998559974493, 0.6676773748439829, 0.7169612263120521, 0.7373645465344416, 0.7517048901782574, 0.7638300178033458, 0.11236842844034549, 0.5274535449933715]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.0030554618329805367, 0.04028503148633128, 0.04719427972311426, 0.04940715485253552, 0.05040869585336012, 0.05094467093279974, 0.051269665853210696, 0.05148888227134888, 0.05164864454362903, 0.05177101039212987, 0.051867751464674525, 0.051945922395309214, 0.052010141669125896, 0.05206361366988031, 0.05210864737185098, 0.05214695151709075, 0.05217981700427796, 0.05220823582588723, 0.0522329815121373, 0.052254665033320095, 0.05227377450350982, 0.05229070390516559, 0.052305774208349406, 0.05231924912207487, 0.052331346994129835, 0.05234224990643757, 0.05235211070109691, 0.05236105846100615, 0.05236920282352306, 0.052376637403940635, 0.05238344253350996, 0.052389687465039275, 0.052395432161569985, 0.052400728756091655, 0.05240562274985551, 0.05241015400158177, 0.052414357548344684]"
13,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.33093483185477257, 0.01830602504023704, 0.008993287732373886, 0.0070134189082043516, 0.30594879448398143, 0.020823486577761823, 0.010488095905857742, 0.008631641464331164, 0.00761569503387806, 0.006865940278392321, 0.006255616379359379, 0.29439247367963745, 0.020756857512710555, 0.009582887307312141, 0.06079054619215573, 0.01034465283520147, 0.05910161431495876, 0.07247327684333657, 0.35468980634409913, 0.49222081943946017, 0.5550101959570103, 0.596431479559436, 0.6304806071568605, 0.6602483294254099, 0.6865324900709069, 0.7097232364095876, 0.7301565885790832, 0.7481588857780219, 0.7640392872864519, 0.7780800224167296, 0.790531594939933, 0.8016121700730666, 0.8115094569815787, 0.8203837881702346, 0.07877264955451008, 0.5222948496933785, 0.059010024790929545]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.0030554618329805367, 0.04028503148633128, 0.04719427972311426, 0.04940715485253552, 0.05040869585336012, 0.05094467093279974, 0.051269665853210696, 0.05148888227134888, 0.05164864454362903, 0.05177101039212987, 0.051867751464674525, 0.051945922395309214, 0.052010141669125896, 0.05206361366988031, 0.05210864737185098, 0.05214695151709075, 0.05217981700427796, 0.05220823582588723, 0.0522329815121373, 0.052254665033320095, 0.05227377450350982, 0.05229070390516559, 0.052305774208349406, 0.05231924912207487, 0.052331346994129835, 0.05234224990643757, 0.05235211070109691, 0.05236105846100615, 0.05236920282352306, 0.052376637403940635, 0.05238344253350996, 0.052389687465039275, 0.052395432161569985, 0.052400728756091655, 0.05240562274985551, 0.05241015400158177, 0.052414357548344684]"
14,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.0043912230018165925, 0.003407181605428786, 0.0027910743875814085, 0.2966576478278863, 0.013396467319462214, 0.3186029909545844, 0.4763177410467905, 0.03163304701754749, 0.01229502209520224, 0.009475695832174634, 0.3033520368733571, 0.027223652300526136, 0.013473103341622583, 0.011223682489294675, 0.01017601199440245, 0.06747541702058044, 0.012574853059629326, 0.067274276093817, 0.3721359618859682, 0.5201334404882269, 0.5817224594331488, 0.6193218911230629, 0.6492709966090056, 0.6751764049078738, 0.6979780628238872, 0.07188760714953803, 0.43924110150243967, 0.6133222597605347, 0.6697906250216139, 0.6932623068014239, 0.7084527017746363, 0.7210391373154005, 0.7322995862405454, 0.09738665199879207, 0.47925434260680555, 0.6483249239772391, 0.6994491693526557]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.31891910155662434, 0.014952924751301104, 0.0827722513336699, 0.0935926670193394, 0.09594813059918025, 0.0967520709830867, 0.09716056247391405, 0.09742324065280049, 0.097612559738517, 0.0977567087123336, 0.09786989319725299, 0.09796065038347741, 0.09803462960950753, 0.09809576687962718, 0.09814689353919974, 0.0981900948406643, 0.09822693644798346, 0.09825861354550981, 0.09828605188693856, 0.09830997788581329, 0.09833096820860172, 0.0983494854839679, 0.09836590441990628, 0.09838053117621984, 0.09839361791896191, 0.09840537388345191, 0.0984159738739238, 0.09842556485849098, 0.09843427113315056, 0.09844219839969898, 0.09844943701146967, 0.09845606457579562, 0.09846214805510967, 0.09846774547426333, 0.09847290731631844, 0.09847767767020185, 0.098482095179445]"
15,"[0.3333333333333333, 0.013908388659802021, 0.36173709838113216, 0.0223493561542572, 0.3473099902785006, 0.030626424012158503, 0.332664523485286, 0.038896516556107964, 0.024107575298510667, 0.020380657824189654, 0.017945475958749662, 0.0160437481735109, 0.014482163102524478, 0.013172474126703717, 0.012060241813520427, 0.01110655736377573, 0.010281934481960473, 0.30435835136822575, 0.028665715739187816, 0.01439364927393514, 0.07235199202978461, 0.08793914028061518, 0.37769375824969165, 0.036347289990504454, 0.08642698195564574, 0.09737050455137376, 0.10001495477602003, 0.10081830460266734, 0.10119482929002767, 0.10146015955160823, 0.10168590528524646, 0.10188935629589725, 0.1020756954851848, 0.10224731161702766, 0.10240583856962646, 0.10255261122223032, 0.10268878087468654, 0.102815356448244, 0.10293322766897245, 0.10304318222883396]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.0030554618329805367, 0.04028503148633128, 0.04719427972311426, 0.04940715485253552, 0.05040869585336012, 0.05094467093279974, 0.051269665853210696, 0.05148888227134888, 0.05164864454362903, 0.05177101039212987, 0.051867751464674525, 0.051945922395309214, 0.052010141669125896, 0.05206361366988031, 0.05210864737185098, 0.05214695151709075, 0.05217981700427796, 0.05220823582588723, 0.0522329815121373, 0.052254665033320095, 0.05227377450350982, 0.05229070390516559, 0.052305774208349406, 0.05231924912207487, 0.052331346994129835, 0.05234224990643757, 0.05235211070109691, 0.05236105846100615, 0.05236920282352306, 0.052376637403940635, 0.05238344253350996, 0.052389687465039275, 0.052395432161569985, 0.052400728756091655, 0.05240562274985551, 0.05241015400158177, 0.052414357548344684]"
16,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.0043912230018165925, 0.31357137667845286, 0.015945433113291847, 0.00738780297732365, 0.005778294585939988, 0.004916946359738273, 0.004315196800446195, 0.0038480437889673066, 0.003469072221746005, 0.2936755211414467, 0.01564750070584531, 0.0061977116420659254, 0.049487044771739014, 0.00654434394402308, 0.04767439390876007, 0.006251153185204442, 0.04590501062947247, 0.058034626473570425, 0.3758110401948628, 0.5433363659298419, 0.6194974694127283, 0.6685254612150187, 0.7064312319525232, 0.7372346974446021, 0.7626039541218443, 0.06658769596280928, 0.46287996905650775, 0.6741592926310999, 0.08119562748420699, 0.44520153596004436, 0.639700656451571, 0.7023701416264984, 0.7261135239414036, 0.7401932479229605, 0.7514365410439224, 0.7613706339863204, 0.7703845953605015]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.10874104355195065, 0.03510061007438395, 0.02129174595381254, 0.015568067143603622, 0.012256150979193678, 0.09927617596851165, 0.015627633122880222, 0.09320840160808896, 0.13032240455280014, 0.01614705623068394, 0.0909712674972709, 0.1233489017724627, 0.014767964705522316, 0.08785248432892688, 0.11707976583754114, 0.12795525486786818, 0.1319113570775569, 0.13340630418580612, 0.603135095353321, 0.7681547493707829, 0.8235860980989061, 0.8536154139772536, 0.8744098018356383, 0.8900139693592918, 0.9021557616601548, 0.9118432489075196, 0.13763852701219648, 0.6559012942025502, 0.8532698867382909, 0.8933416497855209, 0.9047708599932045, 0.9113445801640965, 0.9166382006207546, 0.9212453543726884, 0.9253276911471447, 0.9289728294335144, 0.9322462113258302]"
17,"[0.3333333333333333, 0.013908388659802021, 0.006290616922110599, 0.0043912230018165925, 0.003407181605428786, 0.0027910743875814085, 0.002361159611523848, 0.002042004990386318, 0.28965184889535084, 0.5008763167552199, 0.025379921746915016, 0.0072671278396854305, 0.005017260004939567, 0.004278102954874895, 0.045764270080828055, 0.005600267766038923, 0.045765225788171084, 0.39857077164390203, 0.5875968701049014, 0.04107028107798851, 0.08470029691043333, 0.4478814666166099, 0.6141515020053278, 0.6722135205167463, 0.704400163836951, 0.7287851642399754, 0.7490640541492892, 0.08573356324175137, 0.018857115887654485, 0.3990503142975315, 0.055930909891133675, 0.4354312690264459, 0.6418898848206729, 0.7036655784715419, 0.11771250005397627, 0.47646472855798067, 0.09329187103536572, 0.03579821885438265, 0.1226630998310172, 0.4659666923364987]","[0.15000000000000008, 0.009219171117775144, 0.36613981071968843, 0.02132517514824356, 0.01095075246055698, 0.08701995987316109, 0.10104037871424994, 0.46891568713030635, 0.031942739131604884, 0.11097702850693165, 0.1265548868021617, 0.1299542794023161, 0.13087128100162554, 0.13124391995233683, 0.01768782947460108, 0.1063983915298731, 0.1205464504482037, 0.122890886997253, 0.12334060106383166, 0.12348193669591262, 0.12356596826992083, 0.12363277492789819, 0.12368979569864717, 0.12373933850993668, 0.12378272794046674, 0.1238209548661785, 0.12385481073118468, 0.12388493952693487, 0.12391187040017669, 0.12393604154593485, 0.12395781840571964, 0.1239775077342253, 0.12399536858293601, 0.12401162095230228, 0.12402645266286097, 0.12404002485326227, 0.12405247641072371, 0.12406392756486653, 0.12407448282105261, 0.12408423336862756]"
18,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.04420183501732077, 0.017053499462397603, 0.011568249707265289, 0.39636047012498155, 0.5763598925755037, 0.06202714613303468, 0.024915794704427032, 0.018372911448434056, 0.015525487490614356, 0.013666308768395358, 0.012238219607754779, 0.01107399160084264, 0.010101151755880746, 0.3693470523368923, 0.043514798691634465, 0.4004186658321486, 0.05549712710569844, 0.11720086938277524, 0.44866627218880045, 0.5890428800075281, 0.08862039865862478, 0.0354581056200782, 0.11545149096492702, 0.45357983054003376, 0.5930077231381935, 0.6395324463140499, 0.11092737350349871, 0.4477260687745091, 0.5815007315703157, 0.6244165621446324, 0.6441895350652428, 0.6583558351699462, 0.1320920927334963, 0.467449736394506, 0.5944811572756526, 0.6331779259945397, 0.6490114034264757]","[0.15000000000000008, 0.009219171117775144, 0.004603762521617925, 0.31891910155662434, 0.014952924751301104, 0.0827722513336699, 0.0935926670193394, 0.09594813059918025, 0.0967520709830867, 0.09716056247391405, 0.09742324065280049, 0.097612559738517, 0.0977567087123336, 0.09786989319725299, 0.09796065038347741, 0.09803462960950753, 0.09809576687962718, 0.09814689353919974, 0.0981900948406643, 0.09822693644798346, 0.09825861354550981, 0.09828605188693856, 0.09830997788581329, 0.09833096820860172, 0.0983494854839679, 0.09836590441990628, 0.09838053117621984, 0.09839361791896191, 0.09840537388345191, 0.0984159738739238, 0.09842556485849098, 0.09843427113315056, 0.09844219839969898, 0.09844943701146967, 0.09845606457579562, 0.09846214805510967, 0.09846774547426333, 0.09847290731631844, 0.09847767767020185, 0.098482095179445]"
19,"[0.3333333333333333, 0.013908388659802021, 0.36173709838113216, 0.0223493561542572, 0.011330598514190568, 0.008651009943479344, 0.31398087552681403, 0.023735215413457463, 0.01245246506800672, 0.010222082993381494, 0.29917007905706916, 0.026354986766196867, 0.014149599654259406, 0.012024161816839468, 0.010866053634435496, 0.29059987613892413, 0.027805322373096054, 0.01487422782965118, 0.012913921020709686, 0.07073613841651154, 0.08604809714689057, 0.3518949361401978, 0.4683926057876969, 0.04377346953673085, 0.3192705388194854, 0.4374531209097907, 0.4825403153106042, 0.507415545304637, 0.5269394329535118, 0.5445873917627131, 0.561131001608719, 0.5767466861974319, 0.07128420967894225, 0.03216814615668513, 0.3570096374533153, 0.4981852939779443, 0.5456100084771706, 0.5653863509132806, 0.5778649161541325, 0.08534616740728254]","[0.15000000000000008, 0.6089133951708787, 0.05233734300846486, 0.019640124916037352, 0.4944014078196506, 0.06135926972182314, 0.026304198062050844, 0.1292771452613294, 0.026284078214721916, 0.11820726485750037, 0.1462195743364952, 0.15458143292580462, 0.02536118293287427, 0.1160152554718138, 0.1390110271778329, 0.14467455133516802, 0.14612270398544858, 0.1465851417103273, 0.14681085138081348, 0.14696725872480174, 0.14709294141719167, 0.14719878229261601, 0.14728944531927002, 0.1473678416009413, 0.14743612261100186, 0.14749596926256411, 0.14754872271452846, 0.14759546604976118, 0.14763708228010078, 0.14767429736132778, 0.14770771270343122, 0.1477378300537035, 0.14776507074460446, 0.14778979072537385, 0.14781229240457242, 0.14783283405646672, 0.14785163734928006, 0.14786889341312076, 0.1478847677633815, 0.14789940432041124]"
