,biased_B,Type1_depressed
10,"[0.3333333333333333, 0.5232928834663807, 0.0333582713446826, 0.42391524054152385, 0.5476358355678725, 0.5971467775480885, 0.6303009428410221, 0.6570368008065172, 0.6795974039829972, 0.6989206993823119, 0.7156185649860048, 0.7301548030702641, 0.7428952628515993, 0.7541325677133711, 0.7641027460663937, 0.09786100853724278, 0.03527582474544096, 0.5334312192642691, 0.7032615308233826, 0.1235605596664059, 0.3013432558132309, 0.07352628099256975, 0.5003838484394142, 0.6503768617852985, 0.15060330763497037, 0.07480331707184419, 0.05745136620510817, 0.04983020131327802, 0.044615407520416386, 0.0403863645830816, 0.03678618133998587, 0.03367601604537351, 0.030970758596349283, 0.02860550763869325, 0.02652756292522753, 0.024693470397395837, 0.023067227720298233, 0.021618913328820714, 0.0203235793740835, 0.019160351198978257]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.10874104355195065, 0.6417789883264085, 0.7950703116528643, 0.8441445293125952, 0.8705794526815134, 0.8887218212601108, 0.9022477094960276, 0.9127420540084169, 0.25025933334622696, 0.0819023726754889, 0.664396741694394, 0.8507787563044138, 0.28107873101267494, 0.11628827153069715, 0.637151128269143, 0.23383863877694436, 0.12438277549931552, 0.3339109178271989, 0.13769426076885102, 0.3316093020056656, 0.1316414156007119, 0.3212219158380119, 0.403476771835363, 0.14116339253543247, 0.3232065887452878, 0.3970383861736872, 0.13517758516422168, 0.3180291972399247, 0.3882485262846852, 0.1294393574019098, 0.3128531833659313, 0.3799924195325155, 0.4032415064178529, 0.12809417005687604, 0.31206096830679797, 0.3747328209374137, 0.3949707642540493]"
11,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.6480195642995852, 0.6871187480827441, 0.717591116688559, 0.7417741256463138, 0.0723369352062173, 0.5562522005437045, 0.694503135723811, 0.10660083612341377, 0.5375617477501106, 0.11179129107597378, 0.5082348778300271, 0.63317221779216, 0.6665020232489365, 0.16267714234681446, 0.08212877910546607, 0.47220485932599265, 0.6060547003448891, 0.4395263917960382, 0.131228260136055, 0.49044024266360314, 0.1573880705512151, 0.10126416524956292, 0.45739851076868054, 0.1634991330313654, 0.11184714157813212, 0.09705166761339194, 0.08938289144114822, 0.08358375531435198, 0.07855719764359531, 0.44076513460948824, 0.1502412845235528, 0.0991607552681022, 0.08642115439292825, 0.08088591132946185, 0.07698143518556194, 0.4349373108560489, 0.14762031295734448]","[0.15000000000000008, 0.009219171117775144, 0.36613981071968843, 0.5530280194153558, 0.04668518053960928, 0.020817167787944374, 0.4197388098267749, 0.049533633932409234, 0.15308075655364306, 0.49438049035931314, 0.06731307863791934, 0.16866508785475887, 0.19113330234515963, 0.1962564248856263, 0.19754735435521667, 0.19799089916308418, 0.19823005834330595, 0.19840266675903898, 0.19854131555216123, 0.19865662740715564, 0.19875400845039073, 0.1988370882950654, 0.19890856511758004, 0.1989705170859686, 0.1990245731398681, 0.1990720263386859, 0.19911391424801947, 0.19915107751208927, 0.1991842032481973, 0.1992138576316161, 0.19924051065721382, 0.1992645551615896, 0.19928632158262724, 0.19930608951763848, 0.19932409685210184, 0.19934054702709064, 0.19935561486788667, 0.19936945129110195, 0.1993821871308354, 0.19939393626775123]"
12,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.6480195642995852, 0.6871187480827441, 0.0609240390039993, 0.02060612101087453, 0.46293771291895747, 0.059343613114280644, 0.46313075954752175, 0.60905835676214, 0.6529386856424245, 0.6740584087242842, 0.6896931833935962, 0.7031468696674381, 0.715141025085263, 0.11909339482850154, 0.5342924901232838, 0.1176854031392963, 0.5066128922123847, 0.4047087236573541, 0.10669327140140869, 0.48406044663936915, 0.13523742291803256, 0.4784987060811575, 0.15140974771113197, 0.09834910383168632, 0.08383392400604256, 0.07640587698530375, 0.07084204994177654, 0.06607092507982337, 0.43540167619755077, 0.1338171675703544, 0.0847201589853751, 0.4325820664764852, 0.14290874642579937, 0.09388626941245651, 0.0820465580716945, 0.0770139384763096, 0.07348781099816608]","[0.15000000000000008, 0.6089133951708787, 0.05233734300846486, 0.019640124916037352, 0.4944014078196506, 0.7002379698380568, 0.7853722641064168, 0.8326848408280512, 0.8631605992198562, 0.18849902220025602, 0.6733042843338058, 0.8177724999329083, 0.2300156683020338, 0.6632597089711421, 0.21833867741972107, 0.6272559239642711, 0.2371106502611578, 0.37402886997627927, 0.4228179066672495, 0.6853251487357499, 0.5330296969707969, 0.20780985125224347, 0.3754952050646108, 0.4271086547646493, 0.44266635521116976, 0.44727092961221815, 0.44866390799269207, 0.4491415971278021, 0.44935920754818504, 0.44949780234161235, 0.44960675206221973, 0.4497000466743375, 0.4497823399618741, 0.4498557606945967, 0.44992165913356374, 0.4499810632130498, 0.45003481242502297, 0.4500836098143707, 0.45012805068831263, 0.4501686426025436]"
13,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.6480195642995852, 0.6871187480827441, 0.717591116688559, 0.7417741256463138, 0.7613386267312631, 0.7774508542286946, 0.7909291526912335, 0.8023584536085686, 0.0829839158702232, 0.6097323970264301, 0.7534125441516929, 0.12028584754355126, 0.5890191227939481, 0.7264671351510034, 0.1554318863587523, 0.5759182281222099, 0.7017789841348996, 0.5358514039822083, 0.695599466801339, 0.17979472823087603, 0.08324343576587873, 0.058585823216131316, 0.49842025558895164, 0.6681622224262606, 0.710711707741624, 0.20396463967610712, 0.09835507869583224, 0.5057678497423053, 0.17311523030303289, 0.5295989897946956, 0.19652296293465613, 0.1207799652731131, 0.09826116697590678, 0.08806710671931606, 0.47416911366153247, 0.18269726331642278, 0.11614430737178408]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.8553681754960674, 0.8950657433952823, 0.9175595729807371, 0.9317592067634707, 0.21726341409910033, 0.7874229742218849, 0.9041167282899334, 0.27974691501604293, 0.7777660411522366, 0.8867826781720811, 0.9082881545221093, 0.9165176737842967, 0.9222808588106068, 0.33423489784308746, 0.7960644035568952, 0.3142492150564035, 0.7658011463344175, 0.704709586881987, 0.2810814532284983, 0.15489403284167705, 0.6848461210892116, 0.8348670192377265, 0.37033509693510497, 0.21012672492456563, 0.45208722904928406, 0.5489367556628489, 0.5854161540759191, 0.598665776366013, 0.6033841687034578, 0.6050789299136176, 0.6057308924100098, 0.60602784237677, 0.6062015034413698, 0.6063282885554105, 0.6064333561236386, 0.6065253725475965, 0.6066077595938905]"
14,"[0.3333333333333333, 0.5232928834663807, 0.0333582713446826, 0.013925809446523905, 0.38787216851969, 0.5393183454648256, 0.5982326735428084, 0.06302731570241002, 0.43497929256328793, 0.5570456017886725, 0.08566055380125934, 0.42680940537244755, 0.5309403806755444, 0.5633555314438666, 0.5801083730128742, 0.5931684595626284, 0.6048319917250965, 0.11935057694140565, 0.4672447642659401, 0.5573234151502514, 0.37425407089756174, 0.5408134799564088, 0.13404765584620443, 0.4635135571602213, 0.1418661343285541, 0.4490276202810478, 0.15500082574214188, 0.11664361309371322, 0.10615458272989471, 0.09983905999563973, 0.0945782564577307, 0.0898325860689611, 0.4261748899442469, 0.1417913244267527, 0.10426342389080948, 0.09556086306138392, 0.09108938883153601, 0.08749713475374955, 0.08423994540828629, 0.42184117713848135]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.8553681754960674, 0.8950657433952823, 0.18369316699466273, 0.741016020291182, 0.869562198686404, 0.8983911181275427, 0.911583343659618, 0.9208751585286663, 0.9282178722027793, 0.9342238713715276, 0.9392313859629946, 0.9434688402558118, 0.9470999180340394, 0.27424687313190604, 0.8164699271848829, 0.9212831842843224, 0.3197136899778188, 0.53351006058625, 0.15850808559427867, 0.0752801733177993, 0.05265407921945427, 0.04171288919790801, 0.034431200176822836, 0.029073912443058854, 0.22637109421388324, 0.04846607065762253, 0.22972022945948958, 0.046528009289476695, 0.21995091681519893, 0.043431031514926714, 0.21047238207489657, 0.040718103005279276, 0.20210272566798904, 0.03839959628893765, 0.19469696480025947, 0.03639726143562052, 0.1880863616806115]"
15,"[0.3333333333333333, 0.013908388659802021, 0.36173709838113216, 0.0223493561542572, 0.3473099902785006, 0.4590016537158053, 0.5051315639110935, 0.536151401446802, 0.5618386107698866, 0.05881791327822524, 0.42003989907856537, 0.5181962794243345, 0.5477306034211812, 0.08324362163202792, 0.4220521246766876, 0.5065761766983081, 0.10197698801154928, 0.4115795943400151, 0.4842547380247424, 0.5028551995014756, 0.3318885807986803, 0.11193020739318017, 0.0882661538946002, 0.08047411367834847, 0.07486805930603913, 0.07001542292707491, 0.40193417207105436, 0.48703783760527913, 0.5082219363122631, 0.5165575343492284, 0.12604621228241297, 0.08732772268437505, 0.07935482340506161, 0.07495533997365858, 0.07129336218357175, 0.40614460369549416, 0.11314194476777525, 0.08201269330846708, 0.07567345890561362, 0.3979187785718692]","[0.15000000000000008, 0.009219171117775144, 0.36613981071968843, 0.5530280194153558, 0.6736265877142662, 0.753893067451595, 0.8066109618663531, 0.12077655947595159, 0.6072733999550419, 0.12596061143729573, 0.5673780253835092, 0.710039326522399, 0.7548016056530834, 0.776797325375418, 0.7926635196267072, 0.8059004661154555, 0.8174019662996828, 0.8275293798385754, 0.21086356431838865, 0.6561305988144598, 0.5695523399583831, 0.20079781295246293, 0.1295326025989668, 0.10860818054882904, 0.3522129600217134, 0.13630029042966507, 0.3529347297604176, 0.13133661041278888, 0.34268658112160516, 0.41331915754245196, 0.13615272004533846, 0.33994805308730036, 0.4047565760280282, 0.13062256213983553, 0.3337742601026089, 0.3957911223484405, 0.4142020660203918, 0.4195592148353625, 0.1288603561226551, 0.33364228962616815]"
16,"[0.3333333333333333, 0.013908388659802021, 0.36173709838113216, 0.4885226408964158, 0.033660790530668616, 0.37755337131461175, 0.48525484310006683, 0.05262764446518822, 0.37576383893353127, 0.059352753619022175, 0.03782508150109885, 0.343945759993486, 0.43680969054895463, 0.465545684571231, 0.4802541246192116, 0.4917384109596003, 0.5020613083055343, 0.511629044230679, 0.5205558287023165, 0.528903450724119, 0.32624635971681104, 0.49058121817445305, 0.10691676891237516, 0.07550615237479773, 0.06790515066991762, 0.06292924519466685, 0.058707359354317215, 0.0549495138906035, 0.4152107898060451, 0.09365028087369556, 0.4137113914448262, 0.1047197992234261, 0.0746887711015802, 0.06851835583890058, 0.06510654712868903, 0.06225288643969954, 0.39534304026969175, 0.1018059416296862, 0.07214436548662619, 0.06662631797824049]","[0.15000000000000008, 0.009219171117775144, 0.36613981071968843, 0.02132517514824356, 0.3883404933217198, 0.5357345525629397, 0.057147188506564056, 0.4257364397035107, 0.5475733687409285, 0.6010676100404578, 0.63742855887813, 0.666841027843846, 0.691788666245854, 0.7132716480802579, 0.7319184102626534, 0.7482049827506796, 0.14182202093200022, 0.5749258062246816, 0.6898004010100253, 0.721500580190732, 0.5226317957630512, 0.692464680956121, 0.16646944042376205, 0.09969260405723096, 0.08471328194268392, 0.32661600109435723, 0.10277142429466479, 0.32217978901411876, 0.6243966032522864, 0.157412358256439, 0.33821688208425216, 0.38607234210554353, 0.3986347473526676, 0.40189422783386525, 0.4027596515067358, 0.4030223020950376, 0.4031336956176786, 0.40320480200091857, 0.40326253010350005, 0.4033135812265184]"
17,"[0.3333333333333333, 0.5232928834663807, 0.5969411398409169, 0.6480195642995852, 0.6871187480827441, 0.717591116688559, 0.7417741256463138, 0.7613386267312631, 0.7774508542286946, 0.7909291526912335, 0.8023584536085686, 0.8121657577175372, 0.8206690815688005, 0.8281096126974531, 0.8346732773701779, 0.0846116353535281, 0.017923874667020705, 0.5593727243029121, 0.7743971149655142, 0.8163227334622732, 0.6171747104419031, 0.06598662200068522, 0.018049639776599423, 0.5275739853391515, 0.06924102891267842, 0.022391906024498236, 0.014669482499572489, 0.011908790551538866, 0.010216233942283496, 0.008941622176375955, 0.4617822400361079, 0.05871670648814157, 0.0171716361936358, 0.011289255607339167, 0.00967248253306336, 0.008759488463529261, 0.44220447593090584, 0.744489956199594, 0.12191321856273112, 0.028124762866047336]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.10874104355195065, 0.6417789883264085, 0.13064065184495086, 0.6034503116334657, 0.7472528700755263, 0.20465831211943525, 0.10303829831152984, 0.553958342243769, 0.7006565489487954, 0.23023797236825197, 0.5837702054312606, 0.6841124791692129, 0.25936028942721734, 0.3747819144577224, 0.40578242746620646, 0.4141392183840635, 0.41643276743377644, 0.41714736766257593, 0.41745203825324073, 0.41764031718436223, 0.41778522223661085, 0.4179063612573075, 0.41801052060352323, 0.41810116024608374, 0.41818062638487097, 0.4182507151822217, 0.41831286118301597, 0.41836823030337605, 0.4184177801050448, 0.41846230356514014, 0.41850246218085957, 0.41853881146433786, 0.41857182080695693, 0.4186018891050876, 0.41862935715726024, 0.41865451757755884, 0.4186776227809987]"
18,"[0.3333333333333333, 0.5232928834663807, 0.0333582713446826, 0.013925809446523905, 0.009697378827389662, 0.007600414198769688, 0.006292573172665486, 0.35014984165122826, 0.5474186110424384, 0.624266890081235, 0.6686456935500378, 0.7017985289127787, 0.07306875583623217, 0.021460493644993302, 0.41254240261133834, 0.6186203479257995, 0.6825268263096953, 0.7090758973012073, 0.7267034198993496, 0.10828685427140228, 0.2117759872331605, 0.04631092402275255, 0.02749479407373263, 0.022931783381045047, 0.020606692315402287, 0.018875574392440406, 0.3981980115033417, 0.06878579441973119, 0.029851494614589923, 0.022979328913871746, 0.020715244610208666, 0.019335861236227454, 0.11481318212930962, 0.028419023005492056, 0.11947678788587385, 0.028339607508566653, 0.1175033120247538, 0.02760026404844767, 0.11516997253085867, 0.026863680312483717]","[0.15000000000000008, 0.6089133951708787, 0.7775522670528153, 0.10874104355195065, 0.6417789883264085, 0.7950703116528643, 0.8441445293125952, 0.8705794526815134, 0.8887218212601108, 0.9022477094960276, 0.24586551044957214, 0.7512295429641345, 0.8670398168027673, 0.8914137770436682, 0.9012390351437544, 0.9081943320943512, 0.29910323461093885, 0.7701622088526273, 0.8742774289179397, 0.8949838199443091, 0.7531880095199219, 0.23420713262576978, 0.10571529050829963, 0.6787260596487805, 0.23819628508986496, 0.12184668828418288, 0.08977911205839498, 0.34820471536897996, 0.12468797278226594, 0.35554559124021634, 0.12099510700000378, 0.34491579932208083, 0.11446595451447669, 0.3336600030386489, 0.7270893989081885, 0.833422328255959, 0.26756438387332304, 0.4141737374364705, 0.4747980555500554, 0.49964498193031404]"
19,"[0.3333333333333333, 0.5232928834663807, 0.0333582713446826, 0.42391524054152385, 0.5476358355678725, 0.05832184869758021, 0.02801965069502949, 0.39255544756050853, 0.5245696507334056, 0.5695561756771331, 0.5948822554385783, 0.09023060302913052, 0.04679253780196111, 0.4155371172499318, 0.5387620268623027, 0.5755800161365124, 0.5928356966550441, 0.6056404054767118, 0.6169534622408152, 0.6273623673297025, 0.39683469812033595, 0.07940741771152271, 0.05057998679649237, 0.04321542593963537, 0.038800189638330713, 0.03529605652776383, 0.03231119381262108, 0.02971973898273326, 0.027452725433732433, 0.025459290406622086, 0.023698320271315562, 0.02213581901660852, 0.020743484819882512, 0.019497666355846172, 0.0183785293302413, 0.017369379889120722, 0.01645611415628418, 0.45397626519869044, 0.059325960892214674, 0.02468414781445098]","[0.15000000000000008, 0.6089133951708787, 0.05233734300846486, 0.5567226755718055, 0.7287820796133411, 0.8007566199074683, 0.8421922691612334, 0.869443760805082, 0.8886578611709894, 0.9028680636003085, 0.9137686865683889, 0.9223770030827327, 0.9293373856027317, 0.9350761527934212, 0.9398857967429397, 0.23279161430706155, 0.789186447572422, 0.9086919211318588, 0.9284871172674042, 0.9341129975589116, 0.8056001813280267, 0.17499985663840015, 0.050005541264616864, 0.02946099830251276, 0.022371653075999972, 0.01812037349373458, 0.015110309304317629, 0.20012412948887273, 0.7699695685478809, 0.14909545023183693, 0.03148162573331465, 0.2071891498027013, 0.034286274910881015, 0.2007188413782761, 0.032262047342456385, 0.19212365699927642, 0.03028639316067465, 0.18440255979193074, 0.028583103771412034, 0.17756370522280357]"
