,biased_B,Type1_depressed
10,"[0.3333333333333333, 0.11896858703837078, 0.73792911956902, 0.24832375587973948, 0.1441926035960963, 0.11932138268841468, 0.10544293913390203, 0.0943470965715425, 0.08502883745075657, 0.0771612316299781, 0.07048770378157854, 0.06479158427149985, 0.05989592098578481, 0.05565857487931424, 0.051965844058519096, 0.6341509567100299, 0.8005928622964569, 0.22501487436271247, 0.09328489806838933, 0.6093274007766855, 0.45375193858533097, 0.7203629955395328, 0.25659512031218945, 0.13721011848607628, 0.5847451955537526, 0.7241593978922448, 0.7681630803553076, 0.789145811378659, 0.8040493248401078, 0.8165883947608866, 0.8276455369786562, 0.8375164944790215, 0.8463688967801272, 0.8543327191586297, 0.8615183904106816, 0.8680213615335145, 0.8739242529428968, 0.8792985306209502, 0.8842060011315218, 0.8887001494402188]","[0.8, 0.24403591839968797, 0.085448249735078, 0.7376565078916956, 0.2002090567318271, 0.08686520060904895, 0.05939668055944772, 0.046555974998229915, 0.03830167971335341, 0.03242196347861529, 0.028028615430370545, 0.5622025619512608, 0.7982398636140207, 0.21203613523090556, 0.07184667027630408, 0.5511992555076203, 0.7610027632109969, 0.23967281781867877, 0.6210195404492043, 0.7576799867531915, 0.5351237136096472, 0.7437674970058467, 0.5383299019910727, 0.7523584950307234, 0.5495589049739095, 0.46951386940657935, 0.7417700205834028, 0.5483165181147677, 0.4765295291490291, 0.7499350360870614, 0.5541873095309413, 0.4857840865808379, 0.7577461197834433, 0.5600390449947443, 0.49450346410747625, 0.4721491110602252, 0.7601257757217289, 0.5615074462304757, 0.500257285969197, 0.48076481256966325]"
11,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.06432337187736391, 0.053816965952326046, 0.04577440838062412, 0.0394876653641965, 0.6830208031543659, 0.1647034892093338, 0.0689519446196296, 0.6357280961398415, 0.18603639914451695, 0.6412127099828615, 0.2173319039405972, 0.11993470699663043, 0.09981009875317434, 0.5699594830318437, 0.7219618745555468, 0.2638149828545371, 0.14893840527508242, 0.2922697143486593, 0.6245693071516002, 0.24976024178872183, 0.5878708114297774, 0.687497148034072, 0.28419205082200294, 0.5846287037202538, 0.6712914088512637, 0.7012600255711159, 0.7174842502787289, 0.7299975356259294, 0.7410645815985748, 0.29433037007940144, 0.6150874077076783, 0.7015615233670551, 0.7268718380083727, 0.7385222255672109, 0.7469623437421289, 0.2983525053243279, 0.6250698938101127]","[0.8, 0.95031706851728, 0.5060833882109878, 0.2986399528671472, 0.8401878157059871, 0.9088377541989567, 0.45111710019146056, 0.8523118791951569, 0.7402088099937687, 0.3680112310852642, 0.831550444612436, 0.722199928843346, 0.6953829007690906, 0.6889471242376152, 0.6872853701158878, 0.6867098541192317, 0.686399764718706, 0.6861764071569864, 0.6859972436756903, 0.6858483908264122, 0.6857227932981614, 0.6856157224362182, 0.6855236680303485, 0.6854439297094332, 0.6853743930725277, 0.6853133813045991, 0.6852595500820015, 0.685211811090547, 0.685169275426111, 0.6851312111380777, 0.6850970109968935, 0.6850661677546283, 0.6850382549650148, 0.6850129119751549, 0.6849898320802505, 0.6849687530998073, 0.6849494498242819, 0.6849317279186499, 0.6849154189696843, 0.684900376437658]"
12,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.06432337187736391, 0.053816965952326046, 0.7005860821386968, 0.8489902248961758, 0.26016506190783145, 0.7247940860461223, 0.25271330471880205, 0.13387898760589306, 0.1082421231251217, 0.09811204045452723, 0.0908970058516481, 0.08476468635490685, 0.07937965080125739, 0.6172917033248619, 0.21162853472494236, 0.6351541927101105, 0.24052955561034012, 0.33496914897241525, 0.6596492805146398, 0.26706040321489755, 0.6163472562374985, 0.2723819873832877, 0.5969541295938884, 0.6895798771464549, 0.721220250914651, 0.7380921246151303, 0.7509462025018697, 0.7622114111091162, 0.3097025539861078, 0.6371458615033777, 0.7240448341257938, 0.3144932365450416, 0.6261945402236446, 0.7088614971854905, 0.7325692403939138, 0.7432439208156371, 0.7509050065183205]","[0.8, 0.24403591839968797, 0.8365515149979228, 0.9163811578625504, 0.3410096778799161, 0.15460084453380654, 0.09721435697775732, 0.07029675309356315, 0.054382355296529426, 0.6506261970157161, 0.2038884191353002, 0.0919826041388077, 0.6160517810701384, 0.21891922328812996, 0.642666049524879, 0.25338917910665093, 0.6271006439494953, 0.4987503906690134, 0.4500335985567782, 0.20116475288170174, 0.34037316816870034, 0.6630881930895348, 0.4980699720572431, 0.44615440809578477, 0.43043476481585097, 0.425775157641295, 0.4243621549950259, 0.4238748792447848, 0.42365095634451877, 0.4235073085726238, 0.4233939818301862, 0.4232967903473984, 0.42321099124858275, 0.4231343995164705, 0.4230656219110786, 0.4230035950981126, 0.42294744964383924, 0.4228964568965439, 0.4228499995069923, 0.42280755085010696]"
13,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.06432337187736391, 0.053816965952326046, 0.04577440838062412, 0.0394876653641965, 0.03452079229525222, 0.03054683576298691, 0.027322743353340777, 0.024670603922037574, 0.6599652252725464, 0.13510075097181554, 0.04691811932538481, 0.616030678274309, 0.1546240195477853, 0.06471944924761378, 0.5805172783358946, 0.1695646095604148, 0.08229632474798018, 0.2133231460756757, 0.08844922777630317, 0.5578440969100674, 0.7356946298134648, 0.7953794628679086, 0.2516252111129034, 0.11250826525877378, 0.08436803763996148, 0.5379831467576698, 0.716924290009976, 0.2488813198826995, 0.5944569010600874, 0.2282201675588238, 0.5644636600238997, 0.6852239212424844, 0.7273108065979106, 0.747727550107502, 0.27964791409311346, 0.5927339170527548, 0.6982873557974962]","[0.8, 0.24403591839968797, 0.085448249735078, 0.042786853851180195, 0.02727976517424278, 0.019693763508521884, 0.015273798678264, 0.5965354830196494, 0.10247343178566921, 0.03095660775310157, 0.5466395615502334, 0.11443482210649909, 0.04329163093261282, 0.03173163174398359, 0.02795952139063143, 0.025495642231322023, 0.4919381301795744, 0.10842434940933629, 0.5287102078914574, 0.13329550349795932, 0.1886944376352259, 0.5668307898819431, 0.7178085638307499, 0.20112829383251019, 0.08760451774412835, 0.47964949337953594, 0.6589389670093084, 0.41955700757053743, 0.3308697802796457, 0.2979544175636863, 0.28603248363337824, 0.28178682330212695, 0.28025933649159773, 0.2796692923552572, 0.27939859200034395, 0.2792389948051899, 0.2791218134578568, 0.2790244135137533, 0.2789389805348233, 0.2788624151743351]"
14,"[0.3333333333333333, 0.11896858703837078, 0.73792911956902, 0.8513535967532735, 0.3112458941328549, 0.16455306005576834, 0.13027291368427263, 0.7008952485059279, 0.27641385730210427, 0.17637477213547997, 0.6673809608827559, 0.2963214680705654, 0.2086448908984866, 0.1870785823057392, 0.1773332420126046, 0.169928214603898, 0.16334555601154804, 0.6196103964385143, 0.27779659659681094, 0.20297425487618323, 0.36080068110681324, 0.21800457113523083, 0.6028534400500919, 0.2866284696531883, 0.5983466637591588, 0.30087101744755834, 0.5839638228206566, 0.6467131906301049, 0.6680671285631362, 0.6809898535594054, 0.6917540751159859, 0.7015964943671894, 0.31857745412231014, 0.6137151150114176, 0.6754912347280141, 0.6929122836455809, 0.702080125008327, 0.7094631112351623, 0.7162205677236576, 0.3182736011075904]","[0.8, 0.24403591839968797, 0.085448249735078, 0.042786853851180195, 0.02727976517424278, 0.6409451034679267, 0.130996652341271, 0.04646634585270177, 0.0322598831279, 0.02676784428450988, 0.023132186337043774, 0.020363347032057274, 0.01816638222003093, 0.016382897132893016, 0.014909211831957224, 0.01367323542920952, 0.5253477158694013, 0.09323167351387501, 0.028204566115273562, 0.49799992136889576, 0.34060420114878176, 0.7002415036318631, 0.8130230095289493, 0.8522189476840215, 0.8745711917300774, 0.8908507537762467, 0.9035798603772698, 0.6615820496285104, 0.8777186393715312, 0.6608367468703437, 0.8824168455789141, 0.6730641942995266, 0.8884369286810377, 0.6847880031816304, 0.8937215243776181, 0.6952155244361202, 0.8982942407204239, 0.7045151534451214, 0.9022913961804354, 0.7128760109909739]"
15,"[0.3333333333333333, 0.8132849247979292, 0.31982291118608447, 0.78304614270317, 0.34849984927088407, 0.2403718263204476, 0.21112424717763656, 0.19478384097504353, 0.18132811447566458, 0.7074167443354449, 0.31105097940204446, 0.2263997443890525, 0.2067392103997227, 0.6700985045315119, 0.3186796498502789, 0.24597307282310557, 0.6452247159675935, 0.3323713118283227, 0.26936101398952006, 0.25573267367849584, 0.4057702611764175, 0.6376965220914903, 0.6830070222923041, 0.7013590830668411, 0.7144260668779645, 0.7258358278617472, 0.3429464142795799, 0.2662941244214553, 0.25026655608802817, 0.24474187540743594, 0.6265459233220851, 0.6928694566703691, 0.7108607249645029, 0.7209068333951806, 0.729257465165604, 0.33957444305832796, 0.6542782057013607, 0.7089866651821567, 0.7228955841966902, 0.34759556678898695]","[0.8, 0.95031706851728, 0.5060833882109878, 0.2986399528671472, 0.19786796233834172, 0.14146992338839262, 0.10715882930300981, 0.7317052838702648, 0.28169360001665034, 0.7425806721499135, 0.3217426791257938, 0.19815231483954585, 0.1625452824567496, 0.1465842073678845, 0.1356125059829388, 0.1266139640827427, 0.118852476410273, 0.11205058425330107, 0.6318355241271281, 0.25719322171003317, 0.3271230504059745, 0.6606415466728003, 0.7496888447331836, 0.7806696087611934, 0.5358025519718054, 0.747085886203774, 0.5345234314285696, 0.7532526244692631, 0.5445644927579111, 0.47629824815703375, 0.7475318915932594, 0.5471537721000064, 0.48463980119511096, 0.7544653324547069, 0.5532958585155636, 0.4934300274334752, 0.4757467948736043, 0.4706051633515696, 0.7568275216869456, 0.5535679834254751]"
16,"[0.3333333333333333, 0.8132849247979292, 0.31982291118608447, 0.1885650365116232, 0.7470158359627777, 0.3223423661282364, 0.2242542558137872, 0.7145972108827613, 0.3407720048619431, 0.7066419892288878, 0.7678883132923807, 0.3837380856283024, 0.29506685711238756, 0.2742937947123062, 0.2654050372653688, 0.25867170607240914, 0.25259888392405433, 0.24695508318278106, 0.2416848606355532, 0.2367564781941808, 0.41229834983594377, 0.2665931160480619, 0.6369324481214116, 0.6973306817989884, 0.7172526626028287, 0.729993907449541, 0.7408004321655359, 0.750627586758678, 0.3314479285133319, 0.6725968786173403, 0.33243837635745993, 0.6574049596064969, 0.7124471583108549, 0.7270675877999153, 0.7351870070450603, 0.7419545694650458, 0.34887868412028317, 0.6688395343898161, 0.7222717819586812, 0.7348136161725831]","[0.8, 0.95031706851728, 0.5060833882109878, 0.8999165862819565, 0.47471212476744473, 0.327355997310745, 0.8323451420582597, 0.4493988265663618, 0.3358602333644385, 0.29233555101482, 0.2649662522519336, 0.24335024224285715, 0.2251502123319729, 0.20953120920486043, 0.19600518681166412, 0.18421225958494716, 0.7154659541696462, 0.33860548776584803, 0.23833361040984535, 0.21175325227369682, 0.3777476102770914, 0.23924722574189058, 0.6880530716315324, 0.7731477968616206, 0.79790174773299, 0.5657421756343655, 0.7748697739498749, 0.5690462099153676, 0.2937101088570824, 0.7164257582049588, 0.5529995913072321, 0.5076011792238302, 0.4955436669106496, 0.49240414563405144, 0.491567689339873, 0.4913117491942532, 0.4912016875792198, 0.491130642042433, 0.49107268178382896, 0.4910213340130379]"
17,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.06432337187736391, 0.053816965952326046, 0.04577440838062412, 0.0394876653641965, 0.03452079229525222, 0.03054683576298691, 0.027322743353340777, 0.024670603922037574, 0.02246037846818319, 0.020596306290023084, 0.01900704736180019, 0.017638755842427717, 0.6481539424569449, 0.8665194078576128, 0.20428430358929572, 0.049870857555521744, 0.030207724535919234, 0.16049422661910884, 0.7059578224985463, 0.8674633554785451, 0.24339726114898694, 0.7199806027359171, 0.8571570822267678, 0.8920739871973948, 0.9064022561621065, 0.9158846715589142, 0.9234258146943118, 0.29660762067689217, 0.7677233340663163, 0.8897371462290111, 0.9146406827221996, 0.9227392100597727, 0.9277890911375287, 0.31582675555110584, 0.08164572578143739, 0.6478674001130307, 0.8653156159134788]","[0.8, 0.24403591839968797, 0.085448249735078, 0.7376565078916956, 0.2002090567318271, 0.7211136654063109, 0.241558349624363, 0.12804627071923497, 0.6356868363069448, 0.7785058144445751, 0.297061256951955, 0.17309360499162899, 0.6163617239444432, 0.2757660265970139, 0.1918996095125128, 0.5863066512387515, 0.4800060639937709, 0.44890823159075066, 0.4403250291168089, 0.437948969104264, 0.4372024286043769, 0.4368805198918475, 0.4366798534578251, 0.43652480913342195, 0.4363949902390092, 0.4362832763059303, 0.43618600505619093, 0.43610068143050634, 0.43602539155134634, 0.4359586053297737, 0.4358990783146862, 0.4358457878213967, 0.43579788647029405, 0.4357546670132787, 0.4357155352264038, 0.43567998877595904, 0.43564760058434243, 0.4356180056256037, 0.43559089036100024, 0.43556598422497855]"
18,"[0.3333333333333333, 0.11896858703837078, 0.73792911956902, 0.8513535967532735, 0.8895715424049232, 0.906982609537061, 0.9176267619162956, 0.3424345981654848, 0.1471183867109756, 0.10402968189043056, 0.08603310322714817, 0.07341538049096154, 0.7015332974322549, 0.8522086011379005, 0.31807405165924213, 0.13999516645230717, 0.10013246850999848, 0.08699914495779766, 0.07898134549916747, 0.6525628237773058, 0.5721864931623927, 0.7987782452116565, 0.85211917358136, 0.8690252070320412, 0.8780833262770481, 0.8850083853327272, 0.3524260503935921, 0.7519206360167847, 0.8491642509369471, 0.8722508814916493, 0.8805466100418762, 0.8857730706236793, 0.7242265632608702, 0.8597958459822812, 0.7166132953327566, 0.8602647570373777, 0.7196561581386212, 0.8626198550523038, 0.7233243327152734, 0.8649777739055098]","[0.8, 0.24403591839968797, 0.085448249735078, 0.7376565078916956, 0.2002090567318271, 0.08686520060904895, 0.05939668055944772, 0.046555974998229915, 0.03830167971335341, 0.03242196347861529, 0.5705057491897637, 0.13659273617068543, 0.056434912245746385, 0.0420382024058592, 0.03709052728365509, 0.03384165250383076, 0.5176621558770671, 0.12975102852326045, 0.056852982077564014, 0.04376676114077895, 0.14567864426564947, 0.592327928663379, 0.7621413552889643, 0.2089665857892772, 0.6028991543182666, 0.748355488942695, 0.7951436924808846, 0.5198813397687464, 0.7531086757178683, 0.5138477644600606, 0.7590567507644075, 0.5251556863261934, 0.7684675266280324, 0.5370944486815351, 0.16883720860356127, 0.08967365220020958, 0.5915062987295406, 0.4603604014845217, 0.40431058048825375, 0.381251662830508]"
19,"[0.3333333333333333, 0.11896858703837078, 0.73792911956902, 0.24832375587973948, 0.1441926035960963, 0.6989195157951064, 0.8026878844506677, 0.31693433663256765, 0.19417111623054722, 0.16527396307909273, 0.1518736131430894, 0.6567639274562541, 0.7592530197929025, 0.31394990636463105, 0.20497683429670266, 0.17966522832295545, 0.1695415512464763, 0.16231668649373096, 0.15598216959872246, 0.15018916775400998, 0.33972200944660863, 0.6767096141405478, 0.7489807928970269, 0.7737384744028764, 0.7884494430238232, 0.8002691001001377, 0.8106635386467453, 0.8200050100675692, 0.8284520578746183, 0.8361143797728904, 0.8430833648830705, 0.8494383447756649, 0.8552486196618183, 0.8605747426263869, 0.8654696184556346, 0.8699794897322934, 0.874144815408453, 0.2692828831912659, 0.7489294790214241, 0.8455916009448956]","[0.8, 0.24403591839968797, 0.8365515149979228, 0.27414257084048893, 0.12965888604926476, 0.08485436490423148, 0.06271901496688656, 0.04922946031561338, 0.04021185143626609, 0.033825422568396546, 0.02910258451840321, 0.025488482903705773, 0.02264522631696803, 0.020356867957083802, 0.018479721940792383, 0.5683332903064288, 0.11863197138415334, 0.03820892583324824, 0.026340859107444742, 0.023508239775592247, 0.11101883447865636, 0.6456207164909992, 0.8352168898373724, 0.8798401608119466, 0.8993160336899488, 0.912549455549627, 0.9227113904858774, 0.694859372973809, 0.13260047376721804, 0.7239385789372731, 0.8996411261829262, 0.688699689037118, 0.8984328936315391, 0.6974224203344858, 0.9029925033195954, 0.7080648949310154, 0.9073016378039068, 0.7176706352439484, 0.9110624477741427, 0.7262481108383149]"
